TUKWILA INTL BLVD,S 144TH ST
S 324TH ST,17TH AVE S
124TH AVE SE,SE 310TH ST
S 320TH ST,20TH AVE S
SW 320TH ST,SW 323RD ST
PACIFIC HWY S,S 308TH ST
INTERNATIONAL BLVD,S 176TH ST
116TH AVE SE,SE 320TH ST
140TH AVE NE,NE 175TH ST
146TH AVE SE,SE EASTGATE DR
108TH AVE SE,BELLEVUE WAY SE
108TH AVE SE,SE 3RD ST
105TH AVE SE,SE 28TH ST
BELLEVUE WAY NE,NE 4TH ST
JUANITA DR NE,INGLEWOOD RD NE
I-90 EXPWY RAMP,142ND PL SE
BENDIGO BLVD BLVD N,W 2ND ST
MI COMM CENTER,82ND AVE SE
84TH AVE SE,SE 26TH ST
SE 36TH ST,E MERCER WAY
N MERCER WAY,80TH AVE SE
N MERCER WAY,80TH AVE SE
SE 51ST ST,220TH AVE SE
NW GILMAN BLVD,7TH AVE NW
124TH AVE NE,NE 4TH ST
SE 56TH ST,EAST LK SAMMAMISH PK
NE 12TH ST,120TH AVE NE
MICROSOFT WAY,MICROSOFT ACS
NE 8TH ST,124TH AVE NE
NE 40TH ST,163RD AVE NE
WEST LK SAMMAMISH PK,LEARY WAY
116TH AVE NE,NE 12TH ST
116TH AVE NE,NE 12TH ST
AVONDALE RD NE,NE 104TH ST
150TH AVE SE,SE NEWPORT WAY
NE 83rd St,161st Ave NE
STATE ST,6TH AVE S
South Kirkland P&R A,108th Ave NE
LAKE HILLS CONNEC,134TH AVE SE
Totem Lake Transit C,120th Ave NE
100TH AVE NE,NE 20TH ST
NW 195TH ST,18TH AVE NW
NE 87TH ST,114TH AVE NE
DAYTON AVE N,N 155TH ST
DAYTON AVE N,N 155TH ST
FREMONT AVE N,N 167TH ST
3RD ST,9TH AVE
6TH ST S,5TH AVE S
166TH AVE NE,NE 91ST ST
NE 85TH ST,120TH AVE NE
NE 90TH ST,154TH AVE NE
RAINIER AVE S,S ROSE ST
SAND PT WAY NE,NE 77TH ST
SAND PT WAY NE,NE 77TH ST
W MCGRAW ST,2ND AVE W
Mt. Baker Transfer A,Martin L King Jr Way
NE CAMPUS PKWY,UNIVERSITY WAY NE
EASTLAKE AVE E,STEWART ST
15TH AVE NE,NE 43RD ST
15TH AVE NE,NE 43RD ST
15TH AVE NE,NE 43RD ST
UNIVERSITY WAY NE,NE 43RD ST
15TH AVE NE,NE CAMPUS PKWY
15TH AVE NE,NE CAMPUS PKWY
15TH AVE NE,NE CAMPUS PKWY
MADRONA DR,E OLIVE ST
MERIDIAN AVE N,N 194TH ST
ELLIOTT AVE W,W PROSPECT ST
BELLEVUE AVE,E PINE ST
BELLEVUE AVE E,E THOMAS ST
LEARY AVE NW,NW IONE PL
E MADISON ST,41ST AVE E
SW ADMIRAL WAY,60TH AVE SW
SW ADMIRAL WAY,60TH AVE SW
BROADWAY,E DENNY WAY
BROADWAY,E DENNY WAY
BOREN AVE,COLUMBIA ST
15TH AVE NW,NW 85TH ST
15TH AVE NE,NE 42ND ST
15TH AVE NE,NE 42ND ST
E CHERRY ST,32ND AVE
19TH AVE E,E ALOHA ST
COLLEGE WAY N,N 97TH ST
COLLEGE WAY N,N 97TH ST
North Seattle CC AcR,College Way N
9TH AVE,JEFFERSON ST
24TH AVE NW,NW 95TH ST
MARTIN L KING JR WAY,S MASSACHUSETTS ST
NW MARKET ST,BALLARD AVE NW
NW MARKET ST,BALLARD AVE NW
NW MARKET ST,BALLARD AVE NW
15TH AVE E,E ROY ST
DELRIDGE WAY SW,SW HENDERSON ST
5TH AVE NE,NE 106TH ST
NW 85TH ST,EARL AVE NW
5TH AVE NE,NE 106TH ST
5TH AVE NE,NE 106TH ST
CONDON WAY W,W CROCKETT ST
FAUNTLEROY WAY SW,SW BARTON ST
WEST VIEWMONT WAY W,W DRAVUS ST
SW ROXBURY ST,30TH AVE SW
5TH AVE NE,NE 97TH ST
5TH AVE NE,NE 97TH ST
16TH AVE SW,SW HENDERSON ST
CALIFORNIA AVE SW,SW DAWSON ST
LKSIDE AVE S,S CHARLES ST
LATONA AVE NE,NE 64TH ST
MONTLAKE BLVD NE,NE 45TH ST
MONTLAKE BLVD NE,NE 45TH ST
8TH AVE NW,NW 80TH ST
W GOVERNMENT WAY,34TH AVE W
S 160TH ST,53RD AVE S
NE 175TH ST,138TH PL NE
142ND PL SE,SE 32ND ST
STEVENS WAY,BENTON LN
STEVENS WAY,OKANOGAN LN
NE NORTHGATE WAY,5TH AVE NE
NE NORTHGATE WAY,5TH AVE NE
RICHARDS RD,SE 26TH PL
RICHARDS RD,SE 26TH PL
STEVENS WAY,OKANOGAN LN
AURORA AVE N,N 192ND ST
AURORA AVE N,N 192ND ST
AURORA AVE N,N 160TH ST
NE 160TH ST,121ST AVE NE
HARDIE AVE SW,SW 2ND ST
SR 203,W BIRD ST
STEVENS WAY,BENTON LN
STEVENS WAY,GARFIELD LN
STEVENS WAY,GARFIELD LN
STEVENS WAY,GARFIELD LN
NE BOTHELL WAY,61ST AVE NE
NE 145TH ST,LK CITY WAY NE
94TH ST SW,PERIMETER RD
NE 185TH ST,BEARDSLEE BLVD
CENTRAL AVE N,S 228TH ST
SR 522,132ND AVE NE
FACTORIA BLVD SE,SE 38TH ST
STEVENS WAY,PEND OREILLE RD
4TH AVE SW,SW 156TH ST
21ST AVE SW,SW 156TH ST
W MEEKER ST,WASHINGTON AVE N
EAST MARGINAL WAY S,4TH AVE S
EAST MARGINAL WAY S,4TH AVE S
AMBAUM BLVD SW,SW 144TH ST
E JAMES ST,SUMMIT AVE N
E JAMES ST,SUMMIT AVE N
S 146TH ST,5TH PL S
151ST AVE SE,SE PETROVITSKY RD
MARTIN L KING JR WAY,S HENDERSON ST
MARTIN L KING JR WAY,S HENDERSON ST
SUNSET BLVD N,N 3RD ST
SW 156TH ST,2ND AVE SW
SW 156TH ST,2ND AVE SW
SW 156TH ST,2ND AVE SW
SW BARTON ST,35TH AVE SW
WEST LAUREL DR NE,EAST LAUREL DR NE
NE PACIFIC ST,15TH AVE NE
23RD AVE S,S PLUM ST
40TH AVE NE,NE 80TH ST
CALIFORNIA AVE SW,SW HOLGATE ST
NE 125TH ST,28TH AVE NE
3RD AVE W,W SMITH ST
S 240TH ST,16TH AVE S
NE 12TH ST,PIERCE PL NE
VASHON HWY SW,SW 188TH ST
LK CITY WAY NE,NE 120TH ST
RENTON AVE EXT,HARDIE AVE NW
21ST AVE SW,SW 336TH ST
PARK AVE N,N 2ND ST
PARK AVE N,N 2ND ST
30TH AVE NE,NE 135TH ST
VASHON HWY SW,SW 171ST ST
VASHON HWY SW,SW 171ST ST
NE 145TH ST,19TH AVE NE
I-90,RAINIER FRWY STA
VASHON HWY SW,SW 204TH ST
1ST AVE S,S 140TH ST
N 8TH ST,GARDEN AVE N
S OTHELLO ST,39TH AVE S
S OTHELLO ST,46TH AVE S
3RD AVE,PINE ST
3RD AVE,PINE ST
3RD AVE,PINE ST
3RD AVE,SENECA ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,BELL ST
3RD AVE,COLUMBIA ST
3RD AVE,COLUMBIA ST
3RD AVE,UNION ST
3RD AVE,SENECA ST
3RD AVE,UNION ST
3RD AVE,UNION ST
3RD AVE,UNION ST
3RD AVE,SENECA ST
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
3RD AVE,JAMES ST
3RD AVE,JAMES ST
3RD AVE,BELL ST
3RD AVE,PIKE ST
3RD AVE,PIKE ST
3RD AVE,PIKE ST
4TH AVE,MADISON ST
4TH AVE,MADISON ST
3RD AVE,PIKE ST
3RD AVE,PIKE ST
3RD AVE,PIKE ST
3RD AVE,BELL ST
6TH AVE W,W HOWE ST
SPRING ST,6TH AVE
2ND AVE,PIKE ST
2ND AVE,MARION ST
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
PIKE ST,4TH AVE
PIKE ST,4TH AVE
PIKE ST,4TH AVE
QUEEN ANNE AVE N,W JOHN ST
10TH AVE W,W MCGRAW ST
2ND AVE,LENORA ST
MARION ST,4TH AVE
S JACKSON ST,5TH AVE S
JAMES ST,3RD AVE
JAMES ST,3RD AVE
S JACKSON ST,5TH AVE S
S JACKSON ST,OCCIDENTAL AVE S
ALASKAN WAY,PIKE ST
2ND AVE,CHERRY ST
AVONDALE WAY NE,NE REDMOND WAY
I-405,JUANITA WOODINVIL WA
28TH AVE S,S 308TH LN
112TH AVE SE,MAIN ST
112TH AVE SE,SE 4TH ST
SW 106TH ST,26TH AVE SW
236TH ST SW,52ND AVE W
26TH AVE SW,SW 110TH ST
S Bellevue P&R AcRd,Bellevue Way SE
SR 515,S GRADY WY
SR 515,S GRADY WY
SR 515,S GRADY WY
W JAMES ST,LINCOLN AVE N
124TH AVE SE,SE 310TH ST
W JAMES ST,LINCOLN AVE N
WELLS ST,GRIFFIN AVE
AUBURN WAY S,2ND ST SE
CANYON DR SE,94TH AVE S
SE FAIRWOOD BLVD,139TH PL SE
S 320TH ST,20TH AVE S
SW 320TH ST,SW 323RD ST
ANDOVER PARK E,EVANS BLK DR
37TH ST SE,D ST SE
TUKWILA INTL BLVD,S 144TH ST
INTERNATIONAL BLVD,S 176TH ST
116TH AVE SE,SE 320TH ST
S 324TH ST,17TH AVE S
PACIFIC HWY S,S 308TH ST
S 7TH ST,RAINIER AVE S
78TH AVE SE,W MERCER WAY
SOUTHCENTER PKWY,S 168TH ST
S 7TH ST,RAINIER AVE S
SW 16TH ST,OAKESDALE AVE SW
41ST ST NE,49TH AVE NE
SE 272ND ST,213TH AVE SE
140TH AVE NE,NE 175TH ST
FACTORIA BLVD SE,COAL CREEK PKWY SE
146TH AVE SE,SE EASTGATE DR
SE 56TH ST,EAST LK SAMMAMISH PK
NW SAMMAMISH RD,11TH AVE NW
MICROSOFT WAY,MICROSOFT ACS
BENDIGO BLVD BLVD N,W 2ND ST
NW GILMAN BLVD,7TH AVE NW
SE 51ST ST,220TH AVE SE
NE 12TH ST,120TH AVE NE
105TH AVE SE,SE 28TH ST
JUANITA DR NE,INGLEWOOD RD NE
78TH AVE SE,SE 37TH ST
SE 36TH ST,132ND AVE SE
MI COMM CENTER,82ND AVE SE
108TH AVE SE,SE 3RD ST
ISLAND CREST WAY,SE 47TH ST
SE 36TH ST,E MERCER WAY
NE 8TH ST,124TH AVE NE
BELLEVUE WAY NE,NE 4TH ST
MICROSOFT WAY,NE 31ST ST
STATE ST,6TH AVE S
6TH ST S,5TH AVE S
SR 520,NE 51ST ST
100TH AVE NE,NE 20TH ST
AVONDALE RD NE,NE 104TH ST
NE 83rd St,161st Ave NE
NE 40TH ST,163RD AVE NE
NW 195TH ST,18TH AVE NW
116TH AVE NE,NE 12TH ST
116TH AVE NE,NE 12TH ST
148TH AVE NE,NE 40TH ST
Totem Lake Transit C,120th Ave NE
WEST LK SAMMAMISH PK,LEARY WAY
South Kirkland P&R A,108th Ave NE
FREMONT AVE N,N 167TH ST
NE 90TH ST,154TH AVE NE
NE 85TH ST,120TH AVE NE
DAYTON AVE N,N 155TH ST
150TH AVE SE,SE NEWPORT WAY
DAYTON AVE N,N 155TH ST
3RD ST,9TH AVE
MADRONA DR,E OLIVE ST
15TH AVE NE,NE CAMPUS PKWY
15TH AVE NE,NE CAMPUS PKWY
15TH AVE NE,NE CAMPUS PKWY
EASTLAKE AVE E,STEWART ST
EASTLAKE AVE E,STEWART ST
15TH AVE NE,NE 43RD ST
15TH AVE NE,NE 43RD ST
15TH AVE NE,NE 43RD ST
NE CAMPUS PKWY,UNIVERSITY WAY NE
Mt. Baker Transfer A,Martin L King Jr Way
W MCGRAW ST,2ND AVE W
15TH AVE NE,NE CAMPUS PKWY
SAND PT WAY NE,NE 77TH ST
UNIVERSITY WAY NE,NE 43RD ST
RAINIER AVE S,S ROSE ST
LEARY AVE NW,NW IONE PL
E MADISON ST,41ST AVE E
BELLEVUE AVE E,E THOMAS ST
BOREN AVE,COLUMBIA ST
MARTIN L KING JR WAY,S MASSACHUSETTS ST
BELLEVUE AVE,E PINE ST
ELLIOTT AVE W,W PROSPECT ST
9TH AVE,JEFFERSON ST
19TH AVE E,E ALOHA ST
JEFFERSON ST,9TH AVE
JEFFERSON ST,9TH AVE
JEFFERSON ST,9TH AVE
E MADISON ST,36TH AVE E
15TH AVE NW,NW 85TH ST
E CHERRY ST,32ND AVE
15TH AVE E,E ROY ST
NW MARKET ST,BALLARD AVE NW
24TH AVE NW,NW 95TH ST
North Seattle CC AcR,College Way N
COLLEGE WAY N,N 97TH ST
COLLEGE WAY N,N 97TH ST
15TH AVE NE,NE 42ND ST
15TH AVE NE,NE 42ND ST
NW MARKET ST,BALLARD AVE NW
BROADWAY,E DENNY WAY
BROADWAY,E DENNY WAY
SW ADMIRAL WAY,60TH AVE SW
MERIDIAN AVE N,N 194TH ST
FAUNTLEROY WAY SW,SW BARTON ST
WEST VIEWMONT WAY W,W DRAVUS ST
CONDON WAY W,W CROCKETT ST
LATONA AVE NE,NE 64TH ST
16TH AVE SW,SW HENDERSON ST
SW ROXBURY ST,30TH AVE SW
DELRIDGE WAY SW,SW HENDERSON ST
E YESLER WAY,23RD AVE S
5TH AVE NE,NE 97TH ST
5TH AVE NE,NE 97TH ST
5TH AVE NE,NE 106TH ST
5TH AVE NE,NE 106TH ST
5TH AVE NE,NE 106TH ST
NW 85TH ST,EARL AVE NW
25TH AVE NE,NE 55TH ST
8TH AVE NW,NW 80TH ST
W GOVERNMENT WAY,34TH AVE W
LKSIDE AVE S,S CHARLES ST
MONTLAKE BLVD NE,NE 45TH ST
MONTLAKE BLVD NE,NE 45TH ST
CALIFORNIA AVE SW,SW DAWSON ST
NE 185TH ST,BEARDSLEE BLVD
NE 175TH ST,138TH PL NE
AURORA AVE N,N 160TH ST
NE BOTHELL WAY,61ST AVE NE
SR 522,132ND AVE NE
STEVENS WAY,PEND OREILLE RD
1ST AVE NE,NE 140TH ST
1ST AVE NE,NE 140TH ST
STEVENS WAY,GARFIELD LN
STEVENS WAY,GARFIELD LN
STEVENS WAY,GARFIELD LN
FACTORIA BLVD SE,SE 38TH ST
142ND PL SE,SE 32ND ST
STEVENS WAY,OKANOGAN LN
STEVENS WAY,OKANOGAN LN
NE NORTHGATE WAY,5TH AVE NE
STEVENS WAY,BENTON LN
NE NORTHGATE WAY,5TH AVE NE
S 160TH ST,53RD AVE S
CENTRAL AVE N,S 228TH ST
94TH ST SW,PERIMETER RD
STEVENS WAY,BENTON LN
NE 145TH ST,LK CITY WAY NE
SR 203,W BIRD ST
AURORA AVE N,N 192ND ST
NE 160TH ST,121ST AVE NE
HARDIE AVE SW,SW 2ND ST
EAST MARGINAL WAY S,4TH AVE S
EAST MARGINAL WAY S,4TH AVE S
AMBAUM BLVD SW,SW 144TH ST
W MEEKER ST,WASHINGTON AVE N
21ST AVE SW,SW 156TH ST
S 146TH ST,5TH PL S
SW 156TH ST,2ND AVE SW
SW 156TH ST,2ND AVE SW
SW 156TH ST,2ND AVE SW
4TH AVE SW,SW 156TH ST
E JAMES ST,SUMMIT AVE N
E JAMES ST,SUMMIT AVE N
MARTIN L KING JR WAY,S HENDERSON ST
MARTIN L KING JR WAY,S HENDERSON ST
SUNSET BLVD N,N 3RD ST
CALIFORNIA AVE SW,SW HOLGATE ST
40TH AVE NE,NE 80TH ST
NE PACIFIC ST,15TH AVE NE
SW BARTON ST,35TH AVE SW
Northgate TC AcRd,NE 100th St
23RD AVE S,S PLUM ST
NE 125TH ST,28TH AVE NE
LK CITY WAY NE,NE 120TH ST
NE 145TH ST,19TH AVE NE
30TH AVE NE,NE 135TH ST
PARK AVE N,N 2ND ST
VASHON HWY SW,SW 188TH ST
VASHON HWY SW,SW 204TH ST
NE 12TH ST,PIERCE PL NE
21ST AVE SW,SW 336TH ST
RENTON AVE EXT,HARDIE AVE NW
S OTHELLO ST,39TH AVE S
N 8TH ST,GARDEN AVE N
S OTHELLO ST,46TH AVE S
N 85TH ST,GREENWOOD AVE N
3RD AVE W,W SMITH ST
S 240TH ST,16TH AVE S
VASHON HWY SW,SW 171ST ST
1ST AVE S,S 140TH ST
VASHON HWY SW,SW 171ST ST
2ND AVE,STEWART ST
2ND AVE,STEWART ST
ALASKAN WAY,PIKE ST
3RD AVE,PINE ST
3RD AVE,PINE ST
3RD AVE,PINE ST
COLUMBIA ST,2ND AVE
S JACKSON ST,5TH AVE S
MARION ST,4TH AVE
3RD AVE,UNION ST
3RD AVE,UNION ST
3RD AVE,SENECA ST
3RD AVE,PINE ST
JAMES ST,3RD AVE
3RD AVE,UNION ST
JAMES ST,3RD AVE
S JACKSON ST,OCCIDENTAL AVE S
3RD AVE,JAMES ST
2ND AVE,CHERRY ST
QUEEN ANNE AVE N,W JOHN ST
2ND AVE,CHERRY ST
2ND AVE,CHERRY ST
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,BELL ST
3RD AVE,BELL ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,MADISON ST
3RD AVE,SENECA ST
3RD AVE,SENECA ST
3RD AVE,SENECA ST
3RD AVE,SENECA ST
3RD AVE,SENECA ST
2ND AVE,LENORA ST
3RD AVE,COLUMBIA ST
3RD AVE,JAMES ST
10TH AVE W,W MCGRAW ST
2ND AVE,CHERRY ST
2ND AVE,CHERRY ST
2ND AVE,LENORA ST
3RD AVE,COLUMBIA ST
PIKE ST,4TH AVE
PIKE ST,4TH AVE
PIKE ST,4TH AVE
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
2ND AVE,SENECA ST
2ND AVE,MARION ST
2ND AVE,MARION ST
2ND AVE,MARION ST
Westlake Sta AcRd,Transit Tunnel AcRd
3RD AVE,PIKE ST
3RD AVE,PIKE ST
3RD AVE,PIKE ST
4TH AVE,MADISON ST
4TH AVE,MADISON ST
2ND AVE,MARION ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
2ND AVE,MARION ST
2ND AVE,MARION ST
3RD AVE,PIKE ST
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
3RD AVE,PIKE ST
2ND AVE,MARION ST
3RD AVE,PIKE ST
3RD AVE,PIKE ST
2ND AVE,MARION ST
2ND AVE,MARION ST
Westlake Sta AcRd,Transit Tunnel AcRd
3RD AVE,PIKE ST
2ND AVE,PIKE ST
2ND AVE,PIKE ST
2ND AVE,PIKE ST
3RD AVE,SENECA ST
3RD AVE,SENECA ST
3RD AVE,SENECA ST
3RD AVE,BELL ST
2ND AVE,BELL ST
2ND AVE,PIKE ST
SPRING ST,6TH AVE
6TH AVE W,W HOWE ST
112TH AVE SE,MAIN ST
236TH ST SW,52ND AVE W
MAPLE VALLY - BLA RD,SE 280TH ST
SW 106TH ST,26TH AVE SW
AVONDALE WAY NE,NE REDMOND WAY
S Bellevue P&R AcRd,Bellevue Way SE
BELLEVUE WAY NE,NE 10TH ST
SOUTHCENTER PKWY,S 168TH ST
116TH AVE SE,SE 320TH ST
AUBURN WAY S,2ND ST SE
37TH ST SE,D ST SE
41ST ST NE,49TH AVE NE
SE 272ND ST,213TH AVE SE
ANDOVER PARK E,EVANS BLK DR
SR 515,S GRADY WY
SR 515,S GRADY WY
S 7TH ST,RAINIER AVE S
S 7TH ST,RAINIER AVE S
S 320TH ST,20TH AVE S
PACIFIC HWY S,S 308TH ST
S 324TH ST,17TH AVE S
INTERNATIONAL BLVD,S 176TH ST
TUKWILA INTL BLVD,S 144TH ST
SW 320TH ST,SW 323RD ST
SE FAIRWOOD BLVD,139TH PL SE
CANYON DR SE,94TH AVE S
WELLS ST,GRIFFIN AVE
W JAMES ST,LINCOLN AVE N
124TH AVE SE,SE 310TH ST
W JAMES ST,LINCOLN AVE N
SE 51ST ST,220TH AVE SE
BENDIGO BLVD BLVD N,W 2ND ST
108TH AVE SE,SE 3RD ST
NW GILMAN BLVD,7TH AVE NW
105TH AVE SE,SE 28TH ST
SE 56TH ST,EAST LK SAMMAMISH PK
BELLEVUE WAY NE,NE 4TH ST
NW GILMAN BLVD,FRONT ST N
MICROSOFT WAY,MICROSOFT ACS
JUANITA DR NE,INGLEWOOD RD NE
SE 36TH ST,E MERCER WAY
MI COMM CENTER,82ND AVE SE
NE 8TH ST,124TH AVE NE
NE 12TH ST,120TH AVE NE
146TH AVE SE,SE EASTGATE DR
140TH AVE NE,NE 175TH ST
NE 90TH ST,154TH AVE NE
3RD ST,9TH AVE
6TH ST S,5TH AVE S
Totem Lake Transit C,120th Ave NE
116TH AVE NE,NE 12TH ST
116TH AVE NE,NE 12TH ST
NE 83rd St,161st Ave NE
NW 195TH ST,18TH AVE NW
NE 40TH ST,163RD AVE NE
WEST LK SAMMAMISH PK,LEARY WAY
FREMONT AVE N,N 167TH ST
DAYTON AVE N,N 155TH ST
DAYTON AVE N,N 155TH ST
STATE ST,6TH AVE S
SR 520,NE 51ST ST
NE 85TH ST,120TH AVE NE
148TH AVE NE,NE 40TH ST
AVONDALE RD NE,NE 104TH ST
100TH AVE NE,NE 20TH ST
15TH AVE NE,NE 43RD ST
MADRONA DR,E OLIVE ST
15TH AVE NE,NE 43RD ST
W MCGRAW ST,2ND AVE W
Mt. Baker Transfer A,Martin L King Jr Way
UNIVERSITY WAY NE,NE 43RD ST
ROOSEVELT WAY NE,NE 45TH ST
MARTIN L KING JR WAY,S MASSACHUSETTS ST
15TH AVE NE,NE CAMPUS PKWY
15TH AVE NE,NE CAMPUS PKWY
15TH AVE NE,NE CAMPUS PKWY
15TH AVE E,E ROY ST
15TH AVE NE,NE 42ND ST
BROADWAY,E DENNY WAY
BROADWAY,E DENNY WAY
BOREN AVE,COLUMBIA ST
E MADISON ST,41ST AVE E
SW ADMIRAL WAY,60TH AVE SW
MERIDIAN AVE N,N 194TH ST
24TH AVE NW,NW 95TH ST
LEARY AVE NW,NW IONE PL
North Seattle CC AcR,College Way N
COLLEGE WAY N,N 97TH ST
COLLEGE WAY N,N 97TH ST
NW MARKET ST,BALLARD AVE NW
ELLIOTT AVE W,W PROSPECT ST
BELLEVUE AVE,E PINE ST
BELLEVUE AVE E,E THOMAS ST
JEFFERSON ST,9TH AVE
JEFFERSON ST,9TH AVE
19TH AVE E,E ALOHA ST
E CHERRY ST,32ND AVE
15TH AVE NW,NW 85TH ST
CALIFORNIA AVE SW,SW DAWSON ST
WEST VIEWMONT WAY W,W DRAVUS ST
FAUNTLEROY WAY SW,SW BARTON ST
NW 85TH ST,EARL AVE NW
8TH AVE NW,NW 80TH ST
16TH AVE SW,SW HENDERSON ST
CONDON WAY W,W CROCKETT ST
LKSIDE AVE S,S CHARLES ST
SW ROXBURY ST,30TH AVE SW
5TH AVE NE,NE 97TH ST
5TH AVE NE,NE 97TH ST
MONTLAKE BLVD NE,NE 45TH ST
MONTLAKE BLVD NE,NE 45TH ST
LATONA AVE NE,NE 64TH ST
W GOVERNMENT WAY,34TH AVE W
5TH AVE NE,NE 106TH ST
5TH AVE NE,NE 106TH ST
5TH AVE NE,NE 106TH ST
DELRIDGE WAY SW,SW HENDERSON ST
AURORA AVE N,N 192ND ST
STEVENS WAY,OKANOGAN LN
STEVENS WAY,OKANOGAN LN
STEVENS WAY,BENTON LN
STEVENS WAY,GARFIELD LN
STEVENS WAY,GARFIELD LN
SR 522,132ND AVE NE
NE 175TH ST,138TH PL NE
SR 203,W BIRD ST
NE NORTHGATE WAY,5TH AVE NE
NE NORTHGATE WAY,5TH AVE NE
S 160TH ST,53RD AVE S
142ND PL SE,SE 32ND ST
FACTORIA BLVD SE,SE 38TH ST
NE 160TH ST,121ST AVE NE
HARDIE AVE SW,SW 2ND ST
CENTRAL AVE N,S 228TH ST
NE 185TH ST,BEARDSLEE BLVD
NE BOTHELL WAY,61ST AVE NE
MARTIN L KING JR WAY,S HENDERSON ST
MARTIN L KING JR WAY,S HENDERSON ST
S 146TH ST,5TH PL S
E JAMES ST,SUMMIT AVE N
E JAMES ST,SUMMIT AVE N
SW 156TH ST,2ND AVE SW
SW 156TH ST,2ND AVE SW
SW 156TH ST,2ND AVE SW
21ST AVE SW,SW 156TH ST
4TH AVE SW,SW 156TH ST
W MEEKER ST,WASHINGTON AVE N
AMBAUM BLVD SW,SW 144TH ST
SUNSET BLVD N,N 3RD ST
NE PACIFIC ST,15TH AVE NE
NE 125TH ST,28TH AVE NE
40TH AVE NE,NE 80TH ST
40TH AVE NE,NE 80TH ST
23RD AVE S,S PLUM ST
CALIFORNIA AVE SW,SW HOLGATE ST
SW BARTON ST,35TH AVE SW
NE 145TH ST,19TH AVE NE
NE 145TH ST,19TH AVE NE
S OTHELLO ST,46TH AVE S
1ST AVE S,S 140TH ST
NE 12TH ST,PIERCE PL NE
LK CITY WAY NE,NE 120TH ST
LK CITY WAY NE,NE 120TH ST
VASHON HWY SW,SW 188TH ST
VASHON HWY SW,SW 171ST ST
S 240TH ST,16TH AVE S
PARK AVE N,N 2ND ST
30TH AVE NE,NE 135TH ST
21ST AVE SW,SW 336TH ST
3RD AVE W,W SMITH ST
S OTHELLO ST,39TH AVE S
RENTON AVE EXT,HARDIE AVE NW
3RD AVE,PIKE ST
COLUMBIA ST,2ND AVE
3RD AVE,PINE ST
6TH AVE W,W HOWE ST
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
3RD AVE,PIKE ST
3RD AVE,PIKE ST
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
Pioneer Sq Sta AcRd,Transit Tunnel AcRd
3RD AVE,PIKE ST
3RD AVE,JAMES ST
3RD AVE,SENECA ST
3RD AVE,SENECA ST
3RD AVE,PINE ST
3RD AVE,PINE ST
PIKE ST,4TH AVE
PIKE ST,4TH AVE
PIKE ST,4TH AVE
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
Westlake Sta AcRd,Transit Tunnel AcRd
3RD AVE,BELL ST
2ND AVE,PIKE ST
2ND AVE,SENECA ST
SPRING ST,6TH AVE
2ND AVE,MARION ST
2ND AVE,MARION ST
2ND AVE,CHERRY ST
2ND AVE,CHERRY ST
2ND AVE,CHERRY ST
2ND AVE,CHERRY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,UNIVERSITY ST
4TH AVE,MADISON ST
4TH AVE,MADISON ST
