Zone#,StopSeq,Period,SignRt,Part,Express or Local,Inbound or Outbound,OnStreet,CrossStreet,Intersection,Direction,,,,,,
40881,52,MID,106,,L,I,AIRPT WAY S,S VALE ST,FS,N,,,,,,
47520,52,MID,166,,L,O,1ST AVE S,S 192ND ST,FS,N,,,,,,
450,52,MID,40,,L,I,3RD AVE,UNION ST,FS,S,,,,,,
1500,52,MID,7,,L,I,S JACKSON ST,8TH AVE S,NS,W,,,,,,
2295,52,MID,8,,L,O,DENNY WAY,DEXTER AVE N,NS,W,,,,,,
190,52,MID,121,,L,I,1ST AVE,UNIVERSITY ST,FS,N,,,,,,
85999,52,PM,161,,L,O,124TH AVE SE,SE 263RD ST,FS,S,,,,,,
85350,52,PM,238,,L,O,NE 132ND ST,100TH PL NE,NS,W,,,,,,
84832,52,PM,226,,L,O,NE 12TH ST,120TH AVE NE,FS,W,,,,,,
62156,52,PM,158,,L,O,SE 263RD ST,147TH AVE SE,FS,W,,,,,,
58310,52,PM,180,,L,O,AUBURN AVE,5TH ST NE,FS,S,,,,,,
59604,52,PM,102,,L,O,156TH AVE SE,SE FAIRWOOD BLVD,NS,S,,,,,,
60144,52,PM,155,,L,O,155TH AVE SE,SE 175TH PL,FS,S,,,,,,
62120,52,PM,159,,L,O,SE 261ST ST,177TH AVE SE,AT,W,,,,,,
58092,52,PM,155,,L,I,S 180TH ST,SOUTHCENTER PKWY,NS,W,,,,,,
65038,52,PM,271,,L,O,WEST LK SAMMAMISH PK,188TH AVE SE,FS,E,,,,,,
68210,52,PM,221,,L,O,NE 8TH ST,160TH AVE NE,NS,E,,,,,,
69012,52,PM,249,,L,I,NE 10TH ST,108TH AVE NE,NS,E,,,,,,
68599,52,PM,245,,L,I,145TH PL SE,144TH AVE SE,FS,S,,,,,,
69928,52,PM,244,,E,O,84TH AVE NE,NE 155TH ST,NS,N,,,,,,
69900,52,PM,234,,L,O,84TH AVE NE,NE 143RD ST,NS,N,,,,,,
68401,52,PM,269,,L,O,159TH AVE NE,NE 36TH WAY,FS,S,,,,,,
70318,52,PM,236,,L,O,120TH AVE NE,118TH AVE NE,NS,N,,,,,,
68370,52,PM,249,,L,O,NE 24TH ST,156TH AVE NE,FS,E,,,,,,
68871,52,PM,234,,L,I,LK WASHINGTON BLVD N,LKVIEW DR NE,NS,S,,,,,,
72070,52,PM,245,,L,O,NE 70TH PL,130TH AVE NE,FS,W,,,,,,
70814,52,PM,240,,L,O,SE 8TH ST,114TH AVE SE,FS,W,,,,,,
74340,52,PM,236,,L,I,3RD ST,13TH AVE,FS,S,,,,,,
73970,52,PM,221,,L,I,166TH AVE NE,NE 87TH ST,FS,N,,,,,,
74442,52,PM,255,,L,I,108TH AVE NE,NE 38TH PL,NM,S,,,,,,
6870,52,PM,5,,L,O,GREENWOOD AVE N,N 143RD ST,NS,N,,,,,,
5440,52,PM,48,,L,O,N 85TH ST,STONE AVE N,NS,W,,,,,,
7980,52,PM,7,,L,O,64TH AVE S,S COOPER ST,NS,N,,,,,,
9138,52,PM,372,,E,I,NE CAMPUS PKWY,12TH AVE NE,NS,W,,,,,,
17022,52,PM,40,,L,O,N 92ND ST,CORLISS AVE N,FS,E,,,,,,
16132,52,PM,301,,E,O,N 192ND ST,AURORA AVE N,NS,E,,,,,,
25450,52,PM,25,,L,I,LKVIEW BLVD E,BOYLSTON AVE E,NS,S,,,,,,
21080,52,PM,128,,L,I,SW ROXBURY ST,15TH AVE SW,FS,E,,,,,,
20990,52,PM,24,,L,O,WEST VIEWMONT WAY W,WESTMONT WAY W,NS,N,,,,,,
22830,52,PM,50,,L,I,35TH AVE SW,SW AVALON WAY,FS,S,,,,,,
81633,52,PM,889,,L,O,NORTHUP WAY,130TH AVE NE,FS,W,,,,,,
81580,52,PM,238,,L,I,132ND AVE NE,NE 88TH ST,FS,S,,,,,,
75303,52,PM,243,,L,O,5TH AVE NE,NE 130TH ST,FS,N,,,,,,
80497,52,PM,271,,L,I,NE 4TH ST,114TH AVE NE,NS,W,,,,,,
81424,52,PM,255,,L,O,124TH AVE NE,NE 149TH ST,FS,N,,,,,,
75700,52,PM,342,,L,O,AURORA AVE N,N 200TH ST,FS,S,,,,,,
81838,52,PM,269,,L,I,SE BLK NUGGET RD,EAST LK SAMMAMISH PK,FS,W,,,,,,
77800,52,PM,242,,L,O,5TH AVE NE,NE 160TH ST,FS,N,,,,,,
50468,52,PM,122,,L,O,16TH AVE S,17TH PL S,FS,S,,,,,,
48902,52,PM,121,,L,O,16TH AVE S,S 248TH ST,FS,N,,,,,,
49980,52,PM,132,,L,O,S 128TH ST,ROSEBERG AVE S,NS,W,,,,,,
50707,52,PM,166,,L,I,REITH RD,S 253RD ST,FS,N,,,,,,
48470,52,PM,131,,L,O,1ST AVE S,SW 146TH ST,FS,S,,,,,,
54035,52,PM,111,,L,O,SE 136TH ST,170TH AVE SE,NS,W,,,,,,
56320,52,PM,106,,L,O,RENTON AVE S,VICTOR ST,NS,S,,,,,,
56161,52,PM,8,,L,I,MARTIN L KING JR WAY,S OTHELLO ST,FS,S,,,,,,
57462,52,PM,180,,L,I,64TH AVE S,S 231ST ST,FS,N,,,,,,
57451,52,PM,168,,L,I,Kent Sounder Station,E Pioneer St,FS,N,,,,,,
34960,52,PM,50,,L,O,S GENESEE ST,46TH AVE S,FS,E,,,,,,
33120,52,PM,37,,L,O,48TH AVE SW,SW GRAHAM ST,FS,N,,,,,,
30538,52,PM,132,,L,I,4TH AVE S,S SPOKANE ST,FS,N,,,,,,
30110,52,PM,25,,L,O,WEST LAUREL DR NE,EAST LAUREL DR NE,NS,N,,,,,,
31560,52,PM,60,,L,O,SW ROXBURY ST,8TH AVE SW,FS,W,,,,,,
29257,52,PM,48,,L,I,23RD AVE E,E THOMAS ST,FS,S,,,,,,
31590,52,PM,128,,L,O,SW ROXBURY ST,15TH AVE SW,NS,W,,,,,,
40881,52,PM,106,,L,I,AIRPT WAY S,S VALE ST,FS,N,,,,,,
45180,52,PM,240,,L,I,NE SUNSET BLVD,HARRINGTON AVE NE,FS,W,,,,,,
47520,52,PM,166,,L,O,1ST AVE S,S 192ND ST,FS,N,,,,,,
41920,52,PM,60,,L,I,TERRY AVE,SPRUCE ST,NS,N,,,,,,
1500,52,PM,7,,L,I,S JACKSON ST,8TH AVE S,NS,W,,,,,,
190,52,PM,121,,L,I,1ST AVE,UNIVERSITY ST,FS,N,,,,,,
2295,52,PM,8,,L,O,DENNY WAY,DEXTER AVE N,NS,W,,,,,,
450,52,PM,40,,L,I,3RD AVE,UNION ST,FS,S,,,,,,
85999,52,XEV,161,,L,O,124TH AVE SE,SE 263RD ST,FS,S,,,,,,
84832,52,XEV,226,,L,O,NE 12TH ST,120TH AVE NE,FS,W,,,,,,
85350,52,XEV,238,,L,O,NE 132ND ST,100TH PL NE,NS,W,,,,,,
58092,52,XEV,155,,L,I,S 180TH ST,SOUTHCENTER PKWY,NS,W,,,,,,
58310,52,XEV,180,,L,O,AUBURN AVE,5TH ST NE,FS,S,,,,,,
60144,52,XEV,155,,L,O,155TH AVE SE,SE 175TH PL,FS,S,,,,,,
62120,52,XEV,159,,L,O,SE 261ST ST,177TH AVE SE,AT,W,,,,,,
62156,52,XEV,158,,L,O,SE 263RD ST,147TH AVE SE,FS,W,,,,,,
59604,52,XEV,102,,L,O,156TH AVE SE,SE FAIRWOOD BLVD,NS,S,,,,,,
68401,52,XEV,269,,L,O,159TH AVE NE,NE 36TH WAY,FS,S,,,,,,
69928,52,XEV,244,,E,O,84TH AVE NE,NE 155TH ST,NS,N,,,,,,
69900,52,XEV,234,,L,O,84TH AVE NE,NE 143RD ST,NS,N,,,,,,
65038,52,XEV,271,,L,O,WEST LK SAMMAMISH PK,188TH AVE SE,FS,E,,,,,,
68599,52,XEV,245,,L,I,145TH PL SE,144TH AVE SE,FS,S,,,,,,
68871,52,XEV,234,,L,I,LK WASHINGTON BLVD N,LKVIEW DR NE,NS,S,,,,,,
69012,52,XEV,249,,L,I,NE 10TH ST,108TH AVE NE,NS,E,,,,,,
68210,52,XEV,221,,L,O,NE 8TH ST,160TH AVE NE,NS,E,,,,,,
70318,52,XEV,236,,L,O,120TH AVE NE,118TH AVE NE,NS,N,,,,,,
68370,52,XEV,249,,L,O,NE 24TH ST,156TH AVE NE,FS,E,,,,,,
73970,52,XEV,221,,L,I,166TH AVE NE,NE 87TH ST,FS,N,,,,,,
70814,52,XEV,240,,L,O,SE 8TH ST,114TH AVE SE,FS,W,,,,,,
74442,52,XEV,255,,L,I,108TH AVE NE,NE 38TH PL,NM,S,,,,,,
74340,52,XEV,236,,L,I,3RD ST,13TH AVE,FS,S,,,,,,
72070,52,XEV,245,,L,O,NE 70TH PL,130TH AVE NE,FS,W,,,,,,
5440,52,XEV,48,,L,O,N 85TH ST,STONE AVE N,NS,W,,,,,,
6870,52,XEV,5,,L,O,GREENWOOD AVE N,N 143RD ST,NS,N,,,,,,
7980,52,XEV,7,,L,O,64TH AVE S,S COOPER ST,NS,N,,,,,,
9138,52,XEV,372,,E,I,NE CAMPUS PKWY,12TH AVE NE,NS,W,,,,,,
9300,52,XEV,71,,L,I,EASTLAKE AVE E,MERCER ST,FS,S,,,,,,
17022,52,XEV,40,,L,O,N 92ND ST,CORLISS AVE N,FS,E,,,,,,
16132,52,XEV,301,,E,O,N 192ND ST,AURORA AVE N,NS,E,,,,,,
20990,52,XEV,24,,L,O,WEST VIEWMONT WAY W,WESTMONT WAY W,NS,N,,,,,,
21080,52,XEV,128,,L,I,SW ROXBURY ST,15TH AVE SW,FS,E,,,,,,
25450,52,XEV,25,,L,I,LKVIEW BLVD E,BOYLSTON AVE E,NS,S,,,,,,
22830,52,XEV,50,,L,I,35TH AVE SW,SW AVALON WAY,FS,S,,,,,,
81838,52,XEV,269,,L,I,SE BLK NUGGET RD,EAST LK SAMMAMISH PK,FS,W,,,,,,
77800,52,XEV,242,,L,O,5TH AVE NE,NE 160TH ST,FS,N,,,,,,
80497,52,XEV,271,,L,I,NE 4TH ST,114TH AVE NE,NS,W,,,,,,
81424,52,XEV,255,,L,O,124TH AVE NE,NE 149TH ST,FS,N,,,,,,
81580,52,XEV,238,,L,I,132ND AVE NE,NE 88TH ST,FS,S,,,,,,
57451,52,XEV,168,,L,I,Kent Sounder Station,E Pioneer St,FS,N,,,,,,
56161,52,XEV,8,,L,I,MARTIN L KING JR WAY,S OTHELLO ST,FS,S,,,,,,
57462,52,XEV,180,,L,I,64TH AVE S,S 231ST ST,FS,N,,,,,,
48902,52,XEV,121,,L,O,16TH AVE S,S 248TH ST,FS,N,,,,,,
48470,52,XEV,131,,L,O,1ST AVE S,SW 146TH ST,FS,S,,,,,,
56320,52,XEV,106,,L,O,RENTON AVE S,VICTOR ST,NS,S,,,,,,
54035,52,XEV,111,,L,O,SE 136TH ST,170TH AVE SE,NS,W,,,,,,
50707,52,XEV,166,,L,I,REITH RD,S 253RD ST,FS,N,,,,,,
50468,52,XEV,122,,L,O,16TH AVE S,17TH PL S,FS,S,,,,,,
49980,52,XEV,132,,L,O,S 128TH ST,ROSEBERG AVE S,NS,W,,,,,,
29257,52,XEV,48,,L,I,23RD AVE E,E THOMAS ST,FS,S,,,,,,
30110,52,XEV,25,,L,O,WEST LAUREL DR NE,EAST LAUREL DR NE,NS,N,,,,,,
34960,52,XEV,50,,L,O,S GENESEE ST,46TH AVE S,FS,E,,,,,,
33120,52,XEV,37,,L,O,48TH AVE SW,SW GRAHAM ST,FS,N,,,,,,
37550,52,XEV,71,,L,O,50TH AVE NE,NE 73RD ST,FS,N,,,,,,
31560,52,XEV,60,,L,O,SW ROXBURY ST,8TH AVE SW,FS,W,,,,,,
31590,52,XEV,128,,L,O,SW ROXBURY ST,15TH AVE SW,NS,W,,,,,,
30538,52,XEV,132,,L,I,4TH AVE S,S SPOKANE ST,FS,N,,,,,,
47520,52,XEV,166,,L,O,1ST AVE S,S 192ND ST,FS,N,,,,,,
38620,52,XEV,72,,L,O,LK CITY WAY NE,NE 113TH ST,FS,N,,,,,,
40881,52,XEV,106,,L,I,AIRPT WAY S,S VALE ST,FS,N,,,,,,
41920,52,XEV,60,,L,I,TERRY AVE,SPRUCE ST,NS,N,,,,,,
39350,52,XEV,73,,L,O,NE 145TH ST,20TH AVE NE,NS,E,,,,,,
45180,52,XEV,240,,L,I,NE SUNSET BLVD,HARRINGTON AVE NE,FS,W,,,,,,
190,52,XEV,121,,L,I,1ST AVE,UNIVERSITY ST,FS,N,,,,,,
2295,52,XEV,8,,L,O,DENNY WAY,DEXTER AVE N,NS,W,,,,,,
450,52,XEV,40,,L,I,3RD AVE,UNION ST,FS,S,,,,,,
1500,52,XEV,7,,L,I,S JACKSON ST,8TH AVE S,NS,W,,,,,,
84832,52,XNT,226,,L,O,NE 12TH ST,120TH AVE NE,FS,W,,,,,,
58310,52,XNT,180,,L,O,AUBURN AVE,5TH ST NE,FS,S,,,,,,
70318,52,XNT,236,,L,O,120TH AVE NE,118TH AVE NE,NS,N,,,,,,
68210,52,XNT,221,,L,O,NE 8TH ST,160TH AVE NE,NS,E,,,,,,
65038,52,XNT,271,,L,O,WEST LK SAMMAMISH PK,188TH AVE SE,FS,E,,,,,,
69900,52,XNT,234,,L,O,84TH AVE NE,NE 143RD ST,NS,N,,,,,,
68599,52,XNT,245,,L,I,145TH PL SE,144TH AVE SE,FS,S,,,,,,
72070,52,XNT,245,,L,O,NE 70TH PL,130TH AVE NE,FS,W,,,,,,
74442,52,XNT,255,,L,I,108TH AVE NE,NE 38TH PL,NM,S,,,,,,
70814,52,XNT,240,,L,O,SE 8TH ST,114TH AVE SE,FS,W,,,,,,
73970,52,XNT,221,,L,I,166TH AVE NE,NE 87TH ST,FS,N,,,,,,
9300,52,XNT,71,,L,I,EASTLAKE AVE E,MERCER ST,FS,S,,,,,,
5440,52,XNT,48,,L,O,N 85TH ST,STONE AVE N,NS,W,,,,,,
6870,52,XNT,5,,L,O,GREENWOOD AVE N,N 143RD ST,NS,N,,,,,,
7980,52,XNT,7,,L,O,64TH AVE S,S COOPER ST,NS,N,,,,,,
17022,52,XNT,40,,L,O,N 92ND ST,CORLISS AVE N,FS,E,,,,,,
21080,52,XNT,128,,L,I,SW ROXBURY ST,15TH AVE SW,FS,E,,,,,,
22830,52,XNT,50,,L,I,35TH AVE SW,SW AVALON WAY,FS,S,,,,,,
80497,52,XNT,271,,L,I,NE 4TH ST,114TH AVE NE,NS,W,,,,,,
81580,52,XNT,238,,L,I,132ND AVE NE,NE 88TH ST,FS,S,,,,,,
81424,52,XNT,255,,L,O,124TH AVE NE,NE 149TH ST,FS,N,,,,,,
48470,52,XNT,131,,L,O,1ST AVE S,SW 146TH ST,FS,S,,,,,,
57451,52,XNT,168,,L,I,Kent Sounder Station,E Pioneer St,FS,N,,,,,,
57462,52,XNT,180,,L,I,64TH AVE S,S 231ST ST,FS,N,,,,,,
49980,52,XNT,132,,L,O,S 128TH ST,ROSEBERG AVE S,NS,W,,,,,,
50707,52,XNT,166,,L,I,REITH RD,S 253RD ST,FS,N,,,,,,
56320,52,XNT,106,,L,O,RENTON AVE S,VICTOR ST,NS,S,,,,,,
56161,52,XNT,8,,L,I,MARTIN L KING JR WAY,S OTHELLO ST,FS,S,,,,,,
37550,52,XNT,71,,L,O,50TH AVE NE,NE 73RD ST,FS,N,,,,,,
30538,52,XNT,132,,L,I,4TH AVE S,S SPOKANE ST,FS,N,,,,,,
34960,52,XNT,50,,L,O,S GENESEE ST,46TH AVE S,FS,E,,,,,,
31560,52,XNT,60,,L,O,SW ROXBURY ST,8TH AVE SW,FS,W,,,,,,
29257,52,XNT,48,,L,I,23RD AVE E,E THOMAS ST,FS,S,,,,,,
31590,52,XNT,128,,L,O,SW ROXBURY ST,15TH AVE SW,NS,W,,,,,,
41920,52,XNT,60,,L,I,TERRY AVE,SPRUCE ST,NS,N,,,,,,
40881,52,XNT,106,,L,I,AIRPT WAY S,S VALE ST,FS,N,,,,,,
47520,52,XNT,166,,L,O,1ST AVE S,S 192ND ST,FS,N,,,,,,
45180,52,XNT,240,,L,I,NE SUNSET BLVD,HARRINGTON AVE NE,FS,W,,,,,,
38620,52,XNT,72,,L,O,LK CITY WAY NE,NE 113TH ST,FS,N,,,,,,
39350,52,XNT,73,,L,O,NE 145TH ST,20TH AVE NE,NS,E,,,,,,
300,52,XNT,73,,L,I,2ND AVE,PIKE ST,FS,S,,,,,,
390,52,XNT,83,,L,I,2 AVE EXT S,S JACKSON ST,NS,S,,,,,,
340,52,XNT,72,,L,I,2ND AVE,MARION ST,NS,S,,,,,,
400,52,XNT,24,,L,I,3RD AVE,BELL ST,FS,S,,,,,,
1500,52,XNT,7,,L,I,S JACKSON ST,8TH AVE S,NS,W,,,,,,
2295,52,XNT,8,,L,O,DENNY WAY,DEXTER AVE N,NS,W,,,,,,
450,52,XNT,40,,L,I,3RD AVE,UNION ST,FS,S,,,,,,
450,52,XNT,82,,L,I,3RD AVE,UNION ST,FS,S,,,,,,
58320,53,AAM,180,,L,O,AUBURN AVE,2ND ST NE,FS,S,,,,,,
67655,53,AAM,271,,L,I,Bellevue TC AcRd,110th Ave NE,FS,W,,,,,,
68220,53,AAM,221,,L,O,NE 8TH ST,164TH AVE NE,NM,E,,,,,,
69910,53,AAM,234,,L,O,84TH AVE NE,NE 145TH ST,NS,N,,,,,,
22850,53,AAM,50,,L,I,SW ALASKA ST,35TH AVE SW,FS,W,,,,,,
21090,53,AAM,128,,L,I,SW ROXBURY ST,12TH AVE SW,FS,E,,,,,,
74370,53,AAM,236,,L,I,3RD ST,9TH AVE,FS,S,,,,,,
74223,53,AAM,238,,L,I,132ND AVE NE,NE 85TH ST,NS,S,,,,,,
74450,53,AAM,255,,L,I,South Kirkland P&R A,108th Ave NE,OP,S,,,,,,
6880,53,AAM,5,,L,O,GREENWOOD AVE N,N 145TH ST,NS,N,,,,,,
79560,53,AAM,102,,L,I,MARTIN L KING JR WAY,S 129TH ST,FS,N,,,,,,
50709,53,AAM,166,,L,I,REITH RD,LK FENWICK RD S,FS,E,,,,,,
56330,53,AAM,106,,L,O,RENTON AVE S,S RYAN ST,FS,S,,,,,,
56162,53,AAM,8,,L,I,MARTIN L KING JR WAY,S WEBSTER ST,FS,S,,,,,,
56660,53,AAM,111,,L,I,EDMONDS AVE NE,NE 18TH ST,FS,N,,,,,,
50770,53,AAM,159,,L,I,W MEEKER ST,RUSSELL RD,FM,W,,,,,,
57463,53,AAM,180,,L,I,64TH AVE S,S 228TH ST,FS,N,,,,,,
35821,53,AAM,48,,L,I,23RD AVE E,E JOHN ST,FS,S,,,,,,
30550,53,AAM,132,,L,I,4TH AVE S,S HANFORD ST,NS,N,,,,,,
50761,53,AAM,158,,L,I,W MEEKER ST,64TH AVE S,FM,W,,,,,,
38650,53,AAM,72,,L,O,LK CITY WAY NE,NE 120TH ST,FS,N,,,,,,
41930,53,AAM,60,,L,I,9TH AVE,JEFFERSON ST,FS,N,,,,,,
40882,53,AAM,106,,L,I,AIRPT WAY S,S DORIS ST,FS,N,,,,,,
45190,53,AAM,240,,L,I,SUNSET BLVD NE,EDMONDS AVE NE,NS,W,,,,,,
47530,53,AAM,166,,L,O,1ST AVE S,NORMANDY PK DR SW,FS,N,,,,,,
480,53,AAM,40,,L,I,3RD AVE,MARION ST,NS,S,,,,,,
85630,53,AM,249,,L,I,108th Ave NE,NE 6th St,NS,S,,,,,,
84310,53,AM,240,,L,O,112TH AVE SE,SE 8TH ST,FM,N,,,,,,
58094,53,AM,155,,L,I,SOUTHCENTER PKWY,S 180TH ST,FM,N,,,,,,
58320,53,AM,180,,L,O,AUBURN AVE,2ND ST NE,FS,S,,,,,,
68595,53,AM,245,,L,I,145TH PL SE,SE 22ND ST,FS,S,,,,,,
68353,53,AM,226,,L,O,116TH AVE NE,NE 12TH ST,FS,S,,,,,,
68372,53,AM,249,,L,O,NE 24TH ST,160TH AVE NE,NS,E,,,,,,
68220,53,AM,221,,L,O,NE 8TH ST,164TH AVE NE,NM,E,,,,,,
68427,53,AM,269,,L,O,MICROSOFT WAY,NE 36TH ST,FS,S,,,,,,
67655,53,AM,271,,L,I,Bellevue TC AcRd,110th Ave NE,FS,W,,,,,,
64466,53,AM,269,,L,I,SE 56TH ST,EAST LK SAMMAMISH PK,FS,W,,,,,,
65039,53,AM,271,,L,O,WEST LK SAMMAMISH PK,192ND AVE SE,NS,E,,,,,,
68890,53,AM,234,,L,I,LK WASHINGTON BLVD N,NE 52ND ST,NS,S,,,,,,
70220,53,AM,238,,L,O,100TH AVE NE,NE 132ND ST,FS,N,,,,,,
70315,53,AM,236,,L,O,BRICKYARD RD NE,NE 170TH PL,FS,N,,,,,,
69910,53,AM,234,,L,O,84TH AVE NE,NE 145TH ST,NS,N,,,,,,
74223,53,AM,238,,L,I,132ND AVE NE,NE 85TH ST,NS,S,,,,,,
74016,53,AM,244,,E,I,WILLOWS RD NE,NE 95TH ST,NS,S,,,,,,
74370,53,AM,236,,L,I,3RD ST,9TH AVE,FS,S,,,,,,
74450,53,AM,255,,L,I,South Kirkland P&R A,108th Ave NE,OP,S,,,,,,
72080,53,AM,245,,L,O,NE 70TH ST,128TH AVE NE,AT,W,,,,,,
5450,53,AM,48,,L,O,N 85TH ST,AURORA AVE N,NS,W,,,,,,
8000,53,AM,7,,L,O,WATERS AVE S,S NORFOLK ST,NS,N,,,,,,
6880,53,AM,5,,L,O,GREENWOOD AVE N,N 145TH ST,NS,N,,,,,,
17024,53,AM,40,,L,O,1ST AVE NE,NE 95TH ST,FS,N,,,,,,
22850,53,AM,50,,L,I,SW ALASKA ST,35TH AVE SW,FS,W,,,,,,
25460,53,AM,25,,L,I,LKVIEW BLVD E,E HIGHLAND DR,FS,S,,,,,,
21000,53,AM,24,,L,O,WEST VIEWMONT WAY W,W RAYE ST,FS,N,,,,,,
21292,53,AM,128,,L,O,16TH AVE SW,SW ROXBURY ST,FS,N,,,,,,
21090,53,AM,128,,L,I,SW ROXBURY ST,12TH AVE SW,FS,E,,,,,,
80710,53,AM,161,,L,I,INTERURBAN AVE S,52ND AVE S,FS,N,,,,,,
79560,53,AM,102,,L,I,MARTIN L KING JR WAY,S 129TH ST,FS,N,,,,,,
81426,53,AM,255,,L,O,124TH AVE NE,NE 157TH ST,FS,N,,,,,,
52305,53,AM,131,,L,O,Burien TC AcRd,SW 148th St,FS,S,,,,,,
50761,53,AM,158,,L,I,W MEEKER ST,64TH AVE S,FM,W,,,,,,
50709,53,AM,166,,L,I,REITH RD,LK FENWICK RD S,FS,E,,,,,,
50770,53,AM,159,,L,I,W MEEKER ST,RUSSELL RD,FM,W,,,,,,
50010,53,AM,132,,L,O,DES MOINES MEMORI DR,S 128TH ST,FM,S,,,,,,
56660,53,AM,111,,L,I,EDMONDS AVE NE,NE 18TH ST,FS,N,,,,,,
57463,53,AM,180,,L,I,64TH AVE S,S 228TH ST,FS,N,,,,,,
56162,53,AM,8,,L,I,MARTIN L KING JR WAY,S WEBSTER ST,FS,S,,,,,,
56330,53,AM,106,,L,O,RENTON AVE S,S RYAN ST,FS,S,,,,,,
35821,53,AM,48,,L,I,23RD AVE E,E JOHN ST,FS,S,,,,,,
32436,53,AM,37,,E,I,HARBOR AVE SW,FAIRMOUNT AVE SW,NS,S,,,,,,
34970,53,AM,50,,L,O,S GENESEE ST,48TH AVE S,OP,E,,,,,,
30550,53,AM,132,,L,I,4TH AVE S,S HANFORD ST,NS,N,,,,,,
37560,53,AM,71,,L,O,NE 75TH ST,50TH AVE NE,FS,W,,,,,,
31580,53,AM,60,,L,O,SW ROXBURY ST,12TH AVE SW,NS,W,,,,,,
39360,53,AM,73,,L,O,20TH AVE NE,NE 143RD ST,FS,S,,,,,,
45190,53,AM,240,,L,I,SUNSET BLVD NE,EDMONDS AVE NE,NS,W,,,,,,
47530,53,AM,166,,L,O,1ST AVE S,NORMANDY PK DR SW,FS,N,,,,,,
40806,53,AM,122,,L,I,EAST MARGINAL WAY S,DIAGONAL AVE S,FS,N,,,,,,
40882,53,AM,106,,L,I,AIRPT WAY S,S DORIS ST,FS,N,,,,,,
41930,53,AM,60,,L,I,9TH AVE,JEFFERSON ST,FS,N,,,,,,
38650,53,AM,72,,L,O,LK CITY WAY NE,NE 120TH ST,FS,N,,,,,,
1510,53,AM,7,,L,I,S JACKSON ST,MAYNARD AVE S,FS,W,,,,,,
200,53,AM,121,,L,I,1ST AVE,PINE ST,NS,N,,,,,,
480,53,AM,40,,L,I,3RD AVE,MARION ST,NS,S,,,,,,
2297,53,AM,8,,L,O,DENNY WAY,6TH AVE N,FS,W,,,,,,
843,53,AM,260,,L,I,5TH AVE S,S JACKSON ST,FS,S,,,,,,
84310,53,MID,240,,L,O,112TH AVE SE,SE 8TH ST,FM,N,,,,,,
85630,53,MID,249,,L,I,108th Ave NE,NE 6th St,NS,S,,,,,,
58320,53,MID,180,,L,O,AUBURN AVE,2ND ST NE,FS,S,,,,,,
58094,53,MID,155,,L,I,SOUTHCENTER PKWY,S 180TH ST,FM,N,,,,,,
60148,53,MID,155,,L,O,SE 176TH ST,151ST AVE SE,FS,W,,,,,,
68595,53,MID,245,,L,I,145TH PL SE,SE 22ND ST,FS,S,,,,,,
65039,53,MID,271,,L,O,WEST LK SAMMAMISH PK,192ND AVE SE,NS,E,,,,,,
69910,53,MID,234,,L,O,84TH AVE NE,NE 145TH ST,NS,N,,,,,,
67655,53,MID,271,,L,I,Bellevue TC AcRd,110th Ave NE,FS,W,,,,,,
70315,53,MID,236,,L,O,BRICKYARD RD NE,NE 170TH PL,FS,N,,,,,,
64466,53,MID,269,,L,I,SE 56TH ST,EAST LK SAMMAMISH PK,FS,W,,,,,,
70220,53,MID,238,,L,O,100TH AVE NE,NE 132ND ST,FS,N,,,,,,
68220,53,MID,221,,L,O,NE 8TH ST,164TH AVE NE,NM,E,,,,,,
68427,53,MID,269,,L,O,MICROSOFT WAY,NE 36TH ST,FS,S,,,,,,
68372,53,MID,249,,L,O,NE 24TH ST,160TH AVE NE,NS,E,,,,,,
68353,53,MID,226,,L,O,116TH AVE NE,NE 12TH ST,FS,S,,,,,,
68890,53,MID,234,,L,I,LK WASHINGTON BLVD N,NE 52ND ST,NS,S,,,,,,
72080,53,MID,245,,L,O,NE 70TH ST,128TH AVE NE,AT,W,,,,,,
74450,53,MID,255,,L,I,South Kirkland P&R A,108th Ave NE,OP,S,,,,,,
74370,53,MID,236,,L,I,3RD ST,9TH AVE,FS,S,,,,,,
74016,53,MID,244,,E,I,WILLOWS RD NE,NE 95TH ST,NS,S,,,,,,
73990,53,MID,221,,L,I,166TH AVE NE,NE 91ST ST,FS,N,,,,,,
74223,53,MID,238,,L,I,132ND AVE NE,NE 85TH ST,NS,S,,,,,,
8000,53,MID,7,,L,O,WATERS AVE S,S NORFOLK ST,NS,N,,,,,,
5450,53,MID,48,,L,O,N 85TH ST,AURORA AVE N,NS,W,,,,,,
6880,53,MID,5,,L,O,GREENWOOD AVE N,N 145TH ST,NS,N,,,,,,
17024,53,MID,40,,L,O,1ST AVE NE,NE 95TH ST,FS,N,,,,,,
22850,53,MID,50,,L,I,SW ALASKA ST,35TH AVE SW,FS,W,,,,,,
21000,53,MID,24,,L,O,WEST VIEWMONT WAY W,W RAYE ST,FS,N,,,,,,
21090,53,MID,128,,L,I,SW ROXBURY ST,12TH AVE SW,FS,E,,,,,,
21292,53,MID,128,,L,O,16TH AVE SW,SW ROXBURY ST,FS,N,,,,,,
25460,53,MID,25,,L,I,LKVIEW BLVD E,E HIGHLAND DR,FS,S,,,,,,
81426,53,MID,255,,L,O,124TH AVE NE,NE 157TH ST,FS,N,,,,,,
48920,53,MID,122,,L,O,S 240TH ST,17TH AVE S,FS,E,,,,,,
