Zone#,StopSeq,Period,SignRt,Part,Express or Local,Inbound or Outbound,OnStreet,CrossStreet,Intersection,Direction,,,,,,
76299,5,AM,522,,E,I,BEARDSLEE BLVD,ROSS RD,FS,S,,,,,,
76000,5,AM,372,,E,I,NE 175TH ST,135TH AVE NE,FS,W,,,,,,
76000,5,AM,237,,L,I,NE 175TH ST,135TH AVE NE,FS,W,,,,,,
75405,5,AM,67,,L,O,GRANT LN,STEVENS WAY,FS,W,,,,,,
75304,5,AM,983,,E,O,NE 135TH ST,1ST AVE NE,NS,W,,,,,,
75406,5,AM,32,,L,O,STEVENS WAY,PEND OREILLE RD,FS,S,,,,,,
75406,5,AM,31,,L,O,STEVENS WAY,PEND OREILLE RD,FS,S,,,,,,
75414,5,AM,65,,L,O,STEVENS WAY,BENTON LN,FS,N,,,,,,
75412,5,AM,68,,L,O,GRANT LN,G WASHINGTON LN,FS,E,,,,,,
75410,5,AM,372,,E,O,STEVENS WAY,PEND OREILLE RD,NS,N,,,,,,
75414,5,AM,75,,L,O,STEVENS WAY,BENTON LN,FS,N,,,,,,
77112,5,AM,311,,L,I,NE WOODINVILLE DUVAL,228TH AVE NE,FS,W,,,,,,
77112,5,AM,232,,L,I,NE WOODINVILLE DUVAL,228TH AVE NE,FS,W,,,,,,
77510,5,AM,77,,E,I,15TH AVE NE,NE 168TH ST,FS,S,,,,,,
77619,5,AM,330,,L,I,N 155TH ST,MIDVALE AVE N,FS,E,,,,,,
76508,5,AM,306,,E,I,61ST AVE NE,NE 193RD PL,FS,N,,,,,,
76308,5,AM,312,,E,I,BEARDSLEE BLVD,104TH AVE NE,NS,W,,,,,,
76595,5,AM,309,,E,I,BOTHELL WAY NE,LAKE FOREST PARK,NS,S,,,,,,
76635,5,AM,301,,E,I,N 205TH ST,GREENWOOD AVE N,FS,W,,,,,,
81338,5,AM,308,,L,I,NE 197TH ST,40TH PL NE,NS,W,,,,,,
81254,5,AM,242,,L,I,5TH AVE NE,NE 152ND ST,FS,S,,,,,,
81364,5,AM,348,,L,O,NE NORTHGATE WAY,5TH AVE NE,FS,E,,,,,,
81364,5,AM,347,,L,O,NE NORTHGATE WAY,5TH AVE NE,FS,E,,,,,,
82120,5,AM,330,,L,O,NE 145TH ST,30TH AVE NE,FS,W,,,,,,
81408,5,AM,255,,L,I,124TH AVE NE,NE 157TH ST,AT,S,,,,,,
81408,5,AM,257,,L,I,124TH AVE NE,NE 157TH ST,AT,S,,,,,,
81367,5,AM,75,,L,I,NE NORTHGATE WAY,ROOSEVELT WAY NE,FS,E,,,,,,
81837,5,AM,269,,L,O,SE BLK NUGGET RD,EAST LK SAMMAMISH PK,FS,E,,,,,,
51330,5,AM,139,,L,I,21ST AVE SW,SW 152ND ST,NS,N,,,,,,
55589,5,AM,8,,L,O,MARTIN L KING JR WAY,S THISTLE ST,FS,N,,,,,,
51470,5,AM,120,,L,I,AMBAUM BLVD SW,SW 139TH ST,FS,N,,,,,,
55938,5,AM,101,,L,I,Lake Ave S,Shattuck Ave S,AT,E,,,,,,
50759,5,AM,183,,L,O,W MEEKER ST,64TH AVE S,NS,W,,,,,,
53977,5,AM,139,,L,O,4TH AVE SW,SW 160TH ST,NS,S,,,,,,
50712,5,AM,166,,L,O,W JAMES ST,WASHINGTON AVE N,FS,W,,,,,,
52522,5,AM,123,,L,I,SW 152ND ST,16TH AVE SW,FS,W,,,,,,
54148,5,AM,114,,L,I,UNION AVE NE,NE 7TH ST,AT,N,,,,,,
50130,5,AM,180,,L,O,S 156TH ST,1ST AVE S,FS,E,,,,,,
50130,5,AM,140,,L,O,S 156TH ST,1ST AVE S,FS,E,,,,,,
53056,5,AM,192,,L,I,MILITARY RD S,S 264TH ST,NS,N,,,,,,
55000,5,AM,106,,L,I,RENTON AVE S,S 132ND ST,AT,N,,,,,,
56773,5,AM,105,,L,O,EDMONDS AVE NE,NE 3RD ST,FM,N,,,,,,
56825,5,AM,111,,L,I,144TH AVE SE,SE 138TH ST,FS,S,,,,,,
48550,5,AM,166,,L,I,1ST AVE S,SW 156TH ST,FS,S,,,,,,
48972,5,AM,156,,L,I,16TH AVE S,17TH PL S,NS,N,,,,,,
48972,5,AM,122,,L,I,16TH AVE S,17TH PL S,NS,N,,,,,,
57110,5,AM,164,,L,O,S 240TH ST,94TH AVE S,FS,E,,,,,,
57110,5,AM,168,,L,O,S 240TH ST,94TH AVE S,FS,E,,,,,,
47990,5,AM,190,,L,I,Star Lake P&R AcRd,S 272nd St,OP,E,,,,,,
47972,5,AM,193,,E,I,I-5,S 272ND ST,FS,N,,,,,,
56230,5,AM,107,,L,O,RENTON AVE S,S HENDERSON ST,FS,S,,,,,,
49362,5,AM,132,,L,I,S 146TH ST,8TH AVE S,FS,E,,,,,,
29241,5,AM,271,,L,O,NE PACIFIC ST,NE PACIFIC PL,FS,E,,,,,,
34880,5,AM,987,,E,I,S GENESEE ST,39TH AVE S,FS,W,,,,,,
31791,5,AM,673,,L,I,CALIFORNIA AVE SW,SW BARTON ST,FS,S,,,,,,
29278,5,AM,980,,E,I,23RD AVE E,E REPUBLICAN ST,FS,N,,,,,,
32385,5,AM,37,,E,I,SW ALASKA ST,45TH AVE SW,NS,W,,,,,,
35233,5,AM,41,,L,I,NE 125TH ST,25TH AVE NE,FS,W,,,,,,
35551,5,AM,48,,L,I,NW 85TH ST,24TH AVE NW,NS,E,,,,,,
35551,5,AM,48,,E,I,NW 85TH ST,24TH AVE NW,NS,E,,,,,,
29280,5,AM,988,,E,I,23RD AVE E,E ALOHA ST,FS,N,,,,,,
28970,5,AM,25,,L,I,55TH AVE NE,NE 44TH ST,NS,S,,,,,,
37130,5,AM,55,,L,I,CALIFORNIA AVE SW,SW HILL ST,NS,S,,,,,,
37130,5,AM,128,,L,I,CALIFORNIA AVE SW,SW HILL ST,NS,S,,,,,,
37730,5,AM,71,,E,I,40TH AVE NE,NE 77TH ST,NS,S,,,,,,
37730,5,AM,76,,L,I,40TH AVE NE,NE 77TH ST,NS,S,,,,,,
29213,5,AM,44,,L,I,NW MARKET ST,20TH AVE NW,FS,E,,,,,,
36750,5,AM,48,,L,O,23RD AVE S,S MASSACHUSETTS ST,FS,N,,,,,,
45219,5,AM,110,,L,O,PARK AVE N,N 8TH ST,FS,S,,,,,,
43765,5,AM,4,S,L,I,MARTIN L KING JR WAY,S IRVING ST,NS,N,,,,,,
45670,5,AM,36,,L,I,S MYRTLE PL,S HOLLY PK DR,FS,W,,,,,,
47240,5,AM,119,,L,O,VASHON HWY SW,SW BANK RD,NS,S,,,,,,
45360,5,AM,107,,L,I,TAYLOR AVE NW,NW 2ND ST,NS,N,,,,,,
41300,5,AM,13,,L,I,3RD AVE W,W MCGRAW ST,NS,S,,,,,,
47770,5,AM,131,,L,I,1ST AVE S,S 138TH ST,NS,N,,,,,,
41222,5,AM,601,,E,I,EAST MARGINAL WAY S,S 120TH PL,FS,S,,,,,,
42390,5,AM,179,,L,I,21ST AVE SW,SW 334TH ST,FS,N,,,,,,
42390,5,AM,181,,L,O,21ST AVE SW,SW 334TH ST,FS,N,,,,,,
42390,5,AM,197,,L,I,21ST AVE SW,SW 334TH ST,FS,N,,,,,,
39461,5,AM,57,,L,I,SW GENESEE ST,51ST AVE SW,NS,W,,,,,,
46450,5,AM,167,,L,I,S 3RD ST,SHATTUCK AVE S,FS,E,,,,,,
46620,5,AM,105,,L,I,NE 12TH ST,REDMOND AVE NE,FS,E,,,,,,
46830,5,AM,118,,E,I,VASHON HWY SW,SW 178TH ST,NS,N,,,,,,
46500,5,AM,240,,L,O,PARK AVE N,N 3RD ST,FS,N,,,,,,
38080,5,AM,64,,E,I,30TH AVE NE,NE 135TH ST,NS,S,,,,,,
47283,5,AM,121,,L,I,16TH AVE S,S 242ND ST,FS,S,,,,,,
46830,5,AM,118,,L,I,VASHON HWY SW,SW 178TH ST,NS,N,,,,,,
38090,5,AM,65,,L,I,30TH AVE NE,NE 133RD ST,FS,S,,,,,,
46800,5,AM,119,,L,I,VASHON HWY SW,SW 188TH ST,FS,N,,,,,,
46800,5,AM,119,,E,I,VASHON HWY SW,SW 188TH ST,FS,N,,,,,,
38160,5,AM,72,,E,I,LK CITY WAY NE,NE 115TH ST,FS,S,,,,,,
38830,5,AM,73,,L,I,15TH AVE NE,NE 145TH ST,FS,S,,,,,,
46160,5,AM,50,,L,I,S OTHELLO ST,48TH AVE S,FS,E,,,,,,
47240,5,AM,118,,L,O,VASHON HWY SW,SW BANK RD,NS,S,,,,,,
38160,5,AM,72,,L,I,LK CITY WAY NE,NE 115TH ST,FS,S,,,,,,
38830,5,AM,73,,E,I,15TH AVE NE,NE 145TH ST,FS,S,,,,,,
590,5,AM,358,,E,O,3RD AVE,PINE ST,FS,N,,,,,,
2600,5,AM,2,N,L,I,6TH AVE W,W BLAINE ST,FS,S,,,,,,
590,5,AM,62,,L,O,3RD AVE,PINE ST,FS,N,,,,,,
590,5,AM,25,,L,O,3RD AVE,PINE ST,FS,N,,,,,,
590,5,AM,40,,L,O,3RD AVE,PINE ST,FS,N,,,,,,
420,5,AM,132,,L,O,3RD AVE,VIRGINIA ST,NS,S,,,,,,
682,5,AM,522,,E,O,4TH AVE,UNIVERSITY ST,FS,N,,,,,,
682,5,AM,545,,E,O,4TH AVE,UNIVERSITY ST,FS,N,,,,,,
625,5,AM,554,,E,O,S WASHINGTON ST,4TH AVE S,NS,E,,,,,,
621,5,AM,218,,L,I,Intl District Statio,Transit Tunnel AcRd,AT,N,,,,,,
1193,5,AM,255,,L,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
1190,5,AM,301,,L,O,PIKE ST,6TH AVE,NS,E,,,,,,
623,5,AM,101,,L,O,Intl District Statio,Transit Tunnel AcRd,AT,S,,,,,,
624,5,AM,550,,E,O,Intl District Statio,Transit Tunnel AcRd,AT,S,,,,,,
450,5,AM,14,,L,O,3RD AVE,UNION ST,FS,S,,,,,,
450,5,AM,27,,L,O,3RD AVE,UNION ST,FS,S,,,,,,
1192,5,AM,71,,E,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
1192,5,AM,72,,E,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
1192,5,AM,73,,E,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
482,5,AM,120,,L,O,COLUMBIA ST,2ND AVE,NS,W,,,,,,
420,5,AM,131,,L,O,3RD AVE,VIRGINIA ST,NS,S,,,,,,
515,5,AM,36,,L,O,3RD AVE S,S MAIN ST,NS,S,,,,,,
2235,5,AM,8,,L,I,DENNY WAY,WARREN PL,NS,E,,,,,,
468,5,AM,673,,L,O,3RD AVE,SENECA ST,FS,S,,,,,,
1690,5,AM,674,,L,O,3RD AVE,VINE ST,FS,N,,,,,,
570,5,AM,24,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,AM,28,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,AM,16,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,AM,5,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,AM,26,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
1570,5,AM,3,S,L,O,JAMES ST,5TH AVE,FS,E,,,,,,
578,5,AM,66,,E,O,3RD AVE,PIKE ST,FS,N,,,,,,
300,5,AM,121,,L,O,2ND AVE,PIKE ST,FS,S,,,,,,
130,5,AM,99,,L,O,1ST AVE S,S JACKSON ST,FS,N,,,,,,
1570,5,AM,4,S,L,O,JAMES ST,5TH AVE,FS,E,,,,,,
1600,5,AM,12,,L,O,6TH AVE,MARION ST,FS,N,,,,,,
1610,5,AM,1,,L,O,PREFONTAINE PL S,YESLER WAY,NS,N,,,,,,
468,5,AM,125,,L,O,3RD AVE,SENECA ST,FS,S,,,,,,
578,5,AM,4,N,L,O,3RD AVE,PIKE ST,FS,N,,,,,,
578,5,AM,2,N,L,O,3RD AVE,PIKE ST,FS,N,,,,,,
468,5,AM,21,,L,O,3RD AVE,SENECA ST,FS,S,,,,,,
1610,5,AM,49,,L,O,PREFONTAINE PL S,YESLER WAY,NS,N,,,,,,
578,5,AM,3,N,L,O,3RD AVE,PIKE ST,FS,N,,,,,,
548,5,AM,33,,L,O,3RD AVE,MADISON ST,NS,N,,,,,,
360,5,AM,212,,L,O,2ND AVE,CHERRY ST,NS,S,,,,,,
360,5,AM,217,,L,I,2ND AVE,CHERRY ST,NS,S,,,,,,
2060,5,AM,1,,L,I,10TH AVE W,W CROCKETT ST,FS,S,,,,,,
558,5,AM,70,,L,O,3RD AVE,SENECA ST,NS,N,,,,,,
1790,5,AM,99,,L,I,ALASKAN WAY,UNIVERSITY ST,NS,S,,,,,,
558,5,AM,13,,L,O,3RD AVE,SENECA ST,NS,N,,,,,,
85114,5,MID,22,,L,I,SW 106TH ST,SEOLA BEACH DR SW,AT,W,,,,,,
84014,5,MID,224,,L,O,AVONDALE WAY NE,170TH PL NE,FS,E,,,,,,
84292,5,MID,556,,E,O,Bellevue Way SE,S Bellevue P&R AcRd,FS,N,,,,,,
84280,5,MID,560,,E,O,I-405,LK WASHINGTON BLVD S,NS,S,,,,,,
83760,5,MID,187,,L,O,S 320TH ST,PACIFIC HWY S,FS,W,,,,,,
82205,5,MID,68,,L,I,ROOSEVELT WAY NE,NE 108TH ST,FS,S,,,,,,
85059,5,MID,122,,L,O,EAST MARGINAL WAY S,S IDAHO ST,FS,S,,,,,,
98324,5,MID,347,,L,I,236TH ST SW,50TH AVE W,FS,E,,,,,,
82280,5,MID,331,,L,I,BALLINGER WAY NE,NE 175TH ST,FS,W,,,,,,
82750,5,MID,240,,L,I,112TH AVE SE,SE 1ST PL,FM,S,,,,,,
85949,5,MID,183,,L,I,S 304TH ST,28TH AVE S,FS,E,,,,,,
59563,5,MID,155,,L,I,SE 179TH ST,152ND PL SE,FS,E,,,,,,
63300,5,MID,204,,L,I,ISLAND CREST WAY,SE 58TH ST,NS,N,,,,,,
60443,5,MID,128,,L,O,TUKWILA PKWY,ANDOVER PARK W,FS,W,,,,,,
61456,5,MID,182,,L,I,49TH AVE NE,38TH ST NE,FS,S,,,,,,
59842,5,MID,148,,L,O,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
59842,5,MID,140,,L,I,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
59842,5,MID,153,,L,O,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
59842,5,MID,169,,L,I,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
58119,5,MID,155,,L,O,SOUTHCENTER PKWY,MINKLER BLVD,FS,S,,,,,,
59590,5,MID,148,,L,I,SE FAIRWOOD BLVD,138TH AVE SE,FS,W,,,,,,
62092,5,MID,168,,L,I,SE 272ND ST,211TH AVE SE,NS,W,,,,,,
60958,5,MID,124,,L,I,TUKWILA INTL BLVD,S 141ST ST,FS,N,,,,,,
61400,5,MID,187,,L,I,SW 320TH ST,36TH AVE SW,FS,W,,,,,,
63462,5,MID,204,,L,O,78TH AVE SE,SE 28TH ST,NS,S,,,,,,
59059,5,MID,164,,L,I,124TH AVE SE,SE 304TH ST,FS,N,,,,,,
57611,5,MID,180,,L,I,37TH ST SE,I ST SE,FS,E,,,,,,
61338,5,MID,182,,L,O,S 324TH ST,17TH AVE S,NS,W,,,,,,
60710,5,MID,671,,L,I,PACIFIC HWY S,S DASH PT RD,NS,N,,,,,,
62230,5,MID,169,,L,O,CANYON DR SE,S 252ND ST,NS,E,,,,,,
59070,5,MID,181,,L,I,112TH AVE SE,SE 320TH ST,FS,N,,,,,,
61090,5,MID,671,,L,O,INTERNATIONAL BLVD,S 182ND ST,FS,S,,,,,,
64957,5,MID,241,,L,O,SE ALLEN RD,146TH AVE SE,FS,W,,,,,,
70004,5,MID,236,,L,I,NE 171ST ST,140TH AVE NE,FS,W,,,,,,
69210,5,MID,249,,L,O,104TH AVE SE,SE 27TH ST,FS,N,,,,,,
67630,5,MID,550,,E,I,BELLEVUE WAY NE,NE 1ST ST,NS,S,,,,,,
67014,5,MID,555,,E,O,Eastgate P&R AcRd,140th Ave SE,NS,W,,,,,,
69557,5,MID,234,,L,I,JUANITA DR NE,NE 166TH CT,FS,S,,,,,,
64378,5,MID,224,,L,I,NE BIG ROCK RD,NE 109TH ST,FS,N,,,,,,
64330,5,MID,209,,L,I,BENDIGO BLVD BLVD N,SIDNEY AVE N,FS,W,,,,,,
64140,5,MID,203,,L,I,N MERCER WAY,80TH AVE SE,FS,W,,,,,,
64035,5,MID,213,,L,I,MI COMM CENTER,82ND AVE SE,NS,W,,,,,,
64036,5,MID,213,,L,O,SE 36TH ST,E MERCER WAY,FS,W,,,,,,
64622,5,MID,200,,L,O,220TH AVE SE,SE 51ST ST,FS,S,,,,,,
64559,5,MID,209,,L,O,NW GILMAN BLVD,4TH AVE NW,NS,E,,,,,,
68426,5,MID,269,,L,I,MICROSOFT WAY,NE 36TH ST,NS,N,,,,,,
68066,5,MID,888,,L,O,BELLEVUE REDMOND RD,124TH AVE NE,FS,E,,,,,,
68066,5,MID,226,,L,I,BELLEVUE REDMOND RD,124TH AVE NE,FS,E,,,,,,
67939,5,MID,887,,L,O,108TH AVE SE,SE 14TH ST,FS,N,,,,,,
68582,5,MID,226,,L,O,LANDERHOLM CIR SE,148TH AVE SE,FS,W,,,,,,
68130,5,MID,672,,L,O,NE 8TH ST,131ST AVE NE,FS,E,,,,,,
67943,5,MID,241,,L,I,108TH AVE SE,SE 10TH ST,FS,S,,,,,,
73092,5,MID,249,,L,I,NE 40TH ST,NE BEL-RED RD,NS,E,,,,,,
73054,5,MID,234,,L,O,116TH AVE NE,1500 BLOCK,FS,N,,,,,,
73108,5,MID,672,,L,I,148TH AVE NE,NE 87TH ST,NS,S,,,,,,
71876,5,MID,248,,L,I,AVONDALE RD NE,NE NOVELTY HILL RD,FS,S,,,,,,
72874,5,MID,246,,L,O,148TH AVE SE,SE 45TH PL,NS,S,,,,,,
72250,5,MID,238,,L,O,STATE ST S,10TH AVE S,FS,S,,,,,,
70826,5,MID,889,,L,O,140TH AVE SE,SE 7TH ST,FS,N,,,,,,
74250,5,MID,235,,L,I,120TH AVE NE,TOTEM LK WAY,NM,S,,,,,,
70560,5,MID,246,,L,I,100TH AVE NE,NE 18TH ST,FS,S,,,,,,
74870,5,MID,348,,L,I,NW RICHMOND BEACH RD,15TH AVE NW,FS,E,,,,,,
75130,5,MID,5,,L,I,DAYTON AVE N,15300 BLOCK,FS,S,,,,,,
75130,5,MID,345,,L,I,DAYTON AVE N,15300 BLOCK,FS,S,,,,,,
75143,5,MID,331,,L,O,FREMONT AVE N,N 170TH ST,FS,N,,,,,,
74610,5,MID,236,,L,O,3RD ST,10TH AVE,FS,N,,,,,,
70679,5,MID,245,,L,I,6TH ST S,9TH AVE S,NS,S,,,,,,
73054,5,MID,235,,L,O,116TH AVE NE,1500 BLOCK,FS,N,,,,,,
71342,5,MID,540,,E,I,SR 520,YARROW PT,FM,W,,,,,,
73758,5,MID,545,,E,I,NE 85TH ST,160TH AVE NE,FS,W,,,,,,
74000,5,MID,221,,L,O,166TH AVE NE,NE 95TH ST,FS,N,,,,,,
71341,5,MID,542,,E,I,SR 520,NE 51ST ST,FS,S,,,,,,
73845,5,MID,248,,L,O,NE 85TH ST,126TH AVE NE,NS,E,,,,,,
8140,5,MID,9,,E,I,RAINIER AVE S,S HOLDEN ST,FS,N,,,,,,
9900,5,MID,74,,E,I,SAND PT WAY NE,NE 74TH ST,FS,S,,,,,,
9900,5,MID,30,,L,I,SAND PT WAY NE,NE 74TH ST,FS,S,,,,,,
3920,5,MID,3,N,L,I,QUEEN ANNE AVE N,W MCGRAW ST,FS,S,,,,,,
9584,5,MID,30,,L,O,UNIVERSITY WAY NE,NE 45TH ST,FS,N,,,,,,
9145,5,MID,49,,L,I,NE CAMPUS PKWY,UNIVERSITY WAY NE,FS,W,,,,,,
3150,5,MID,2,S,L,O,SENECA ST,8TH AVE,NS,E,,,,,,
10914,5,MID,556,,E,I,15TH AVE NE,NE CAMPUS PKWY,NS,S,,,,,,
10914,5,MID,542,,E,O,15TH AVE NE,NE CAMPUS PKWY,NS,S,,,,,,
10914,5,MID,70,,L,I,15TH AVE NE,NE CAMPUS PKWY,NS,S,,,,,,
2890,5,MID,2,S,L,I,MADRONA DR,MADRONA PL E,NS,W,,,,,,
11730,5,MID,14,,L,I,31ST AVE S,S LANDER ST,FS,N,,,,,,
16180,5,MID,346,,L,I,MERIDIAN AVE N,N 190TH ST,FS,S,,,,,,
14090,5,MID,32,,L,I,ELLIOTT AVE W,W GALER ST,NS,N,,,,,,
18140,5,MID,62,,L,I,Leary Ave NW,20th Ave NW,FS,S,,,,,,
13430,5,MID,47,,L,I,BELLEVUE AVE E,E DENNY WAY,NS,S,,,,,,
11035,5,MID,265,,L,O,BOREN AVE,MADISON ST,FS,N,,,,,,
12260,5,MID,11,,L,I,E MADISON ST,E GARFIELD ST,NS,W,,,,,,
13460,5,MID,43,,L,O,BELLEVUE AVE,E OLIVE ST,FS,N,,,,,,
14970,5,MID,56,,E,I,SW ADMIRAL WAY,59TH AVE SW,FS,E,,,,,,
14970,5,MID,50,,L,O,SW ADMIRAL WAY,59TH AVE SW,FS,E,,,,,,
11070,5,MID,9,,E,O,BROADWAY,E PINE ST,NS,S,,,,,,
11070,5,MID,60,,L,O,BROADWAY,E PINE ST,NS,S,,,,,,
13620,5,MID,674,,L,I,15TH AVE NW,NW 80TH ST,FS,S,,,,,,
16953,5,MID,16,,L,I,NE NORTHGATE WAY,3RD AVE NE,NS,W,,,,,,
11130,5,MID,11,,L,O,PIKE ST,CONVENTION PL,NS,E,,,,,,
11130,5,MID,47,,L,O,PIKE ST,CONVENTION PL,NS,E,,,,,,
11354,5,MID,44,,L,O,NE 45TH ST,BROOKLYN AVE NE,NS,W,,,,,,
13240,5,MID,12,,L,I,19TH AVE E,E MERCER ST,FS,S,,,,,,
12930,5,MID,211,,E,O,E JEFFERSON ST,BROADWAY,FS,E,,,,,,
17730,5,MID,40,,L,I,COLLEGE WAY N,N 103RD ST,NS,N,,,,,,
10917,5,MID,43,,L,I,15TH AVE NE,NE 40TH ST,FS,S,,,,,,
17730,5,MID,346,,L,O,COLLEGE WAY N,N 103RD ST,NS,N,,,,,,
19120,5,MID,61,,L,I,24TH AVE NW,NW 96TH ST,FS,N,,,,,,
17710,5,MID,345,,L,O,COLLEGE WAY N,N 97TH ST,NS,N,,,,,,
11130,5,MID,10,,L,O,PIKE ST,CONVENTION PL,NS,E,,,,,,
10917,5,MID,197,,L,O,15TH AVE NE,NE 40TH ST,FS,S,,,,,,
12740,5,MID,3,S,L,I,E CHERRY ST,MARTIN L KING JR WAY,NS,W,,,,,,
18140,5,MID,29,,L,I,Leary Ave NW,20th Ave NW,FS,S,,,,,,
11420,5,MID,10,,L,I,15TH AVE E,E MERCER ST,FS,S,,,,,,
18720,5,MID,61,,L,O,LEARY AVE NW,NW VERNON PL,FS,N,,,,,,
22253,5,MID,60,,L,I,DELRIDGE WAY SW,SW BARTON ST,FS,S,,,,,,
20681,5,MID,31,,L,I,CONDON WAY W,W NEWTON ST,NS,S,,,,,,
20570,5,MID,24,,L,I,WEST VIEWMONT WAY W,W BARRETT ST,NS,S,,,,,,
22263,5,MID,21,,L,I,SW ROXBURY ST,35TH AVE SW,NS,W,,,,,,
23290,5,MID,66,,E,I,5TH AVE NE,NE 95TH ST,FS,S,,,,,,
23290,5,MID,67,,L,I,5TH AVE NE,NE 95TH ST,FS,S,,,,,,
21360,5,MID,125,,L,I,16TH AVE SW,SW TRENTON ST,FS,N,,,,,,
20090,5,MID,22,,L,O,CALIFORNIA AVE SW,SW FINDLAY ST,FS,S,,,,,,
27210,5,MID,27,,L,I,LKSIDE AVE S,S LANE ST,AT,N,,,,,,
26240,5,MID,26,,L,I,LATONA AVE NE,NE 61ST ST,FS,S,,,,,,
24370,5,MID,33,,L,I,W GOVERNMENT WAY,32ND AVE W,NS,E,,,,,,
28120,5,MID,28,,L,I,8TH AVE NW,NW 75TH ST,NS,S,,,,,,
79980,5,MID,156,,L,O,51ST AVE S,S 160TH ST,FS,S,,,,,,
75410,5,MID,372,,E,O,STEVENS WAY,PEND OREILLE RD,NS,N,,,,,,
81367,5,MID,75,,L,I,NE NORTHGATE WAY,ROOSEVELT WAY NE,FS,E,,,,,,
75414,5,MID,75,,L,O,STEVENS WAY,BENTON LN,FS,N,,,,,,
75412,5,MID,68,,L,O,GRANT LN,G WASHINGTON LN,FS,E,,,,,,
79868,5,MID,824,,L,I,FACTORIA BLVD SE,SE 38TH ST,NS,S,,,,,,
75414,5,MID,65,,L,O,STEVENS WAY,BENTON LN,FS,N,,,,,,
81364,5,MID,347,,L,O,NE NORTHGATE WAY,5TH AVE NE,FS,E,,,,,,
81364,5,MID,348,,L,O,NE NORTHGATE WAY,5TH AVE NE,FS,E,,,,,,
79862,5,MID,245,,L,O,SE 36TH ST,131ST AVE SE,NS,E,,,,,,
79868,5,MID,823,,L,I,FACTORIA BLVD SE,SE 38TH ST,NS,S,,,,,,
75740,5,MID,358,,E,I,AURORA AVE N,N 185TH ST,FM,S,,,,,,
75732,5,MID,373,,E,I,N 185TH ST,AURORA AVE N,FS,E,,,,,,
77619,5,MID,330,,L,I,N 155TH ST,MIDVALE AVE N,FS,E,,,,,,
81837,5,MID,269,,L,O,SE BLK NUGGET RD,EAST LK SAMMAMISH PK,FS,E,,,,,,
81408,5,MID,255,,L,I,124TH AVE NE,NE 157TH ST,AT,S,,,,,,
79233,5,MID,150,,L,I,68TH AVE S,S 238TH ST,NS,N,,,,,,
75403,5,MID,205,,E,O,STEVENS WAY,BENTON LN,NS,S,,,,,,
82120,5,MID,330,,L,O,NE 145TH ST,30TH AVE NE,FS,W,,,,,,
76218,5,MID,238,,L,I,NE 185TH ST,103RD AVE NE,NS,W,,,,,,
75404,5,MID,277,,L,O,STEVENS WAY,GARFIELD LN,FS,W,,,,,,
76299,5,MID,522,,E,I,BEARDSLEE BLVD,ROSS RD,FS,S,,,,,,
75247,5,MID,952,,E,O,BOEING PARKING LO AC,GATE E-69,AT,N,,,,,,
80642,5,MID,153,,L,I,84TH AVE S,S 224TH ST,FS,N,,,,,,
75406,5,MID,31,,L,O,STEVENS WAY,PEND OREILLE RD,FS,S,,,,,,
75406,5,MID,32,,L,O,STEVENS WAY,PEND OREILLE RD,FS,S,,,,,,
80414,5,MID,893,,L,O,112TH AVE NE,NE 91ST ST,NS,N,,,,,,
75405,5,MID,67,,L,O,GRANT LN,STEVENS WAY,FS,W,,,,,,
75405,5,MID,373,,E,O,GRANT LN,STEVENS WAY,FS,W,,,,,,
75405,5,MID,540,,E,O,GRANT LN,STEVENS WAY,FS,W,,,,,,
76000,5,MID,372,,E,I,NE 175TH ST,135TH AVE NE,FS,W,,,,,,
50712,5,MID,166,,L,O,W JAMES ST,WASHINGTON AVE N,FS,W,,,,,,
53977,5,MID,139,,L,O,4TH AVE SW,SW 160TH ST,NS,S,,,,,,
48550,5,MID,166,,L,I,1ST AVE S,SW 156TH ST,FS,S,,,,,,
51330,5,MID,139,,L,I,21ST AVE SW,SW 152ND ST,NS,N,,,,,,
51470,5,MID,120,,L,I,AMBAUM BLVD SW,SW 139TH ST,FS,N,,,,,,
50759,5,MID,183,,L,O,W MEEKER ST,64TH AVE S,NS,W,,,,,,
56773,5,MID,105,,L,O,EDMONDS AVE NE,NE 3RD ST,FM,N,,,,,,
55938,5,MID,101,,L,I,Lake Ave S,Shattuck Ave S,AT,E,,,,,,
49362,5,MID,132,,L,I,S 146TH ST,8TH AVE S,FS,E,,,,,,
56230,5,MID,107,,L,O,RENTON AVE S,S HENDERSON ST,FS,S,,,,,,
