OLYMPIC WAY W & W PROSPECT ST
S CARR RD & TALBOT RD S
3RD AVE & MADISON ST
NE 72ND PL & 116TH AVE NE
148TH AVE NE & NE 29TH PL
GREENWOOD AVE N & N 100TH ST
34TH AVE & E COLUMBIA ST
CALIFORNIA AVE SW & ERSKINE WAY SW
ELLIOTT AVE W & W GALER ST
3RD AVE NW & NW 105TH ST
EAST MARGINAL WAY S & S WEBSTER ST
MAPLE VALLEY HWY & CEDAR RVR PK DR
DELRIDGE WAY SW & SW OREGON ST
8TH AVE S & S THISTLE ST
1ST AVE S & SW 156TH ST
1ST AVE S & S 199TH ST
SE 26TH ST & 137TH AVE SE
ALASKAN WAY & UNIVERSITY ST
6TH AVE W & W GARFIELD ST
28TH AVE NW & NW 90TH ST
N 200TH ST & WHITMAN AVE N
SW MORGAN ST & 38TH AVE SW
15TH AVE S & S ORCAS ST
68TH AVE NE & NE 195TH ST
S JACKSON ST & BOREN AVE S
LATONA AVE NE & NE 51ST ST
24TH AVE NW & NW 70TH ST
ROYAL HILLS DR SE & EDMONDS AVE SE
MARKET ST & 20TH AVE
124TH AVE SE & SE 210TH ST
SR 515 & S 15TH ST
15TH AVE E & E HIGHLAND DR
10TH AVE E & E HOWE ST
SEWARD PK AVE S & S WILLOW ST
102ND AVE NE & E RIVERSIDE DR
MERIDIAN AVE N & N 194TH ST
E MADISON ST & 23RD AVE E
SW 106TH ST & CALIFORNIA AVE SW
MAPLE VALLY - BLA RD & SE 244TH ST
NE 145TH ST & 25TH AVE NE
SEWARD PK AVE S & 56TH AVE S
14TH AVE S & S TRENTON ST
131ST AVE NE & NE 175TH ST
PHINNEY AVE N & N 46TH ST
SE 256TH ST & 132ND AVE SE
SENECA ST & 8TH AVE
64TH AVE S & W JAMES ST
S 188TH ST & INTERNATIONAL BLVD
40TH AVE NE & NE 50TH ST
SEWARD PK AVE S & S JUNEAU ST
EAST MARGINAL WAY S & S 128TH ST
NW 100TH PL & 7TH AVE NW
NE BELLEVUE REDMOND  & 140TH AVE NE
RAILROAD AVE SE AVE  & SE KING ST
NE 45TH ST & BROOKLYN AVE NE
SW ROXBURY ST & 15TH AVE SW
15TH AVE NE & NE 43RD ST
W RAYE ST & 1ST AVE W
PACIFIC HWY S & S 288TH ST
S Bellevue P&R AcRd & Bellevue Way SE
8TH AVE S & S 194TH ST
166TH AVE NE & NE 91ST ST
NE 16TH ST & EDMONDS AVE NE
MILITARY RD S & S 242ND ST
39TH AVE SW & SW 340TH ST
QUEEN ANNE AVE N & GARFIELD ST
BEACON AVE S & S HOLLY ST
LK DR & 12TH AVE NW
LATONA AVE NE & NE 64TH ST
156TH AVE NE & NE 4TH ST
NE 70TH ST & 119TH AVE NE
SE NEWPORT WAY & SE 42ND PL
RAVENNA AVE NE & NE 54TH ST
SW ROXBURY ST & 5TH AVE SW
NE 75TH ST & 12TH AVE NE
HOLMAN RD NW & MARY AVE NW
84TH AVE S & S 196TH ST
SE 320TH ST & 104TH AVE SE
WEST LK SAMMAMISH PK & 193RD PL SE
LK WASHINGTON BLVD N & NE 46TH ST
43RD AVE E & E LYNN ST
RENTON AVE S & S HAZEL ST
South Kirkland P&R A & 108th Ave NE
WOODLAWN AVE NE & 5TH AVE NE
MARION ST & 1ST AVE
AUBURN WAY S & ACADEMY DR SE
GILMAN AVE W & 25TH AVE W
DEXTER AVE N & GALER ST
1ST AVE S & S JACKSON ST
LINDEN AVE N & N 68TH ST
WESTLAKE AVE N & 2600 BLOCK
