Zone#,Period,InOut,Rte,Express or Local,OnsObs,OffsObs,Dir,OnStreet,Inter,CrossStreet
25,PM,O,113,L,5,0,E,BLANCHARD ST,FS,1ST AVE
60,XEV,I,10,L,0,0,S,1ST AVE,FS,UNION ST
60,XNT,I,10,L,0,0,S,1ST AVE,FS,UNION ST
70,XEV,I,10,L,0,0,S,1ST AVE,FS,SENECA ST
70,XNT,I,10,L,0,2,S,1ST AVE,FS,SENECA ST
130,AM,O,99,L,5,1,N,1ST AVE S,FS,S JACKSON ST
130,MID,O,99,L,3,0,N,1ST AVE S,FS,S JACKSON ST
130,PM,O,99,L,20,0,N,1ST AVE S,FS,S JACKSON ST
150,AM,O,99,L,7,0,N,1ST AVE,FS,YESLER WAY
150,MID,O,99,L,2,0,N,1ST AVE,FS,YESLER WAY
150,PM,O,99,L,11,0,N,1ST AVE,FS,YESLER WAY
170,AM,O,99,L,17,6,N,1ST AVE,FS,MARION ST
170,MID,O,99,L,2,2,N,1ST AVE,FS,MARION ST
170,PM,O,99,L,13,3,N,1ST AVE,FS,MARION ST
180,AM,O,99,L,1,2,N,1ST AVE,NS,SENECA ST
180,MID,O,99,L,1,0,N,1ST AVE,NS,SENECA ST
180,PM,O,99,L,4,1,N,1ST AVE,NS,SENECA ST
185,AAM,I,56,E,0,12,E,SENECA ST,NS,3RD AVE
185,AAM,I,120,L,0,28,E,SENECA ST,NS,3RD AVE
185,AAM,I,673,L,0,42,E,SENECA ST,NS,3RD AVE
185,AAM,O,674,L,3,0,E,SENECA ST,NS,3RD AVE
185,AM,I,21,E,6,229,E,SENECA ST,NS,3RD AVE
185,AM,I,55,L,3,154,E,SENECA ST,NS,3RD AVE
185,AM,I,56,E,3,149,E,SENECA ST,NS,3RD AVE
185,AM,I,57,L,2,91,E,SENECA ST,NS,3RD AVE
185,AM,I,120,L,7,339,E,SENECA ST,NS,3RD AVE
185,AM,I,673,L,1,519,E,SENECA ST,NS,3RD AVE
185,AM,O,674,L,61,1,E,SENECA ST,NS,3RD AVE
185,MID,I,21,E,0,16,E,SENECA ST,NS,3RD AVE
185,MID,I,56,E,1,19,E,SENECA ST,NS,3RD AVE
185,MID,I,120,L,3,286,E,SENECA ST,NS,3RD AVE
185,MID,I,673,L,2,413,E,SENECA ST,NS,3RD AVE
185,MID,O,674,L,65,0,E,SENECA ST,NS,3RD AVE
185,PM,I,120,L,2,96,E,SENECA ST,NS,3RD AVE
185,PM,I,673,L,0,121,E,SENECA ST,NS,3RD AVE
185,PM,O,674,L,114,0,E,SENECA ST,NS,3RD AVE
185,XEV,I,120,L,0,30,E,SENECA ST,NS,3RD AVE
185,XEV,I,673,L,0,53,E,SENECA ST,NS,3RD AVE
185,XEV,O,674,L,54,0,E,SENECA ST,NS,3RD AVE
185,XNT,I,120,L,1,18,E,SENECA ST,NS,3RD AVE
185,XNT,I,673,L,2,41,E,SENECA ST,NS,3RD AVE
185,XNT,O,674,L,20,0,E,SENECA ST,NS,3RD AVE
190,AAM,I,121,L,0,18,N,1ST AVE,FS,UNIVERSITY ST
190,AAM,O,121,L,0,0,N,1ST AVE,FS,UNIVERSITY ST
190,AAM,O,125,L,0,8,N,1ST AVE,FS,UNIVERSITY ST
190,AM,I,113,L,1,76,N,1ST AVE,FS,UNIVERSITY ST
190,AM,I,121,L,1,131,N,1ST AVE,FS,UNIVERSITY ST
190,AM,I,122,L,0,82,N,1ST AVE,FS,UNIVERSITY ST
190,AM,I,123,L,0,67,N,1ST AVE,FS,UNIVERSITY ST
190,AM,O,99,L,2,1,N,1ST AVE,FS,UNIVERSITY ST
190,AM,O,121,L,1,0,N,1ST AVE,FS,UNIVERSITY ST
190,AM,O,125,L,2,122,N,1ST AVE,FS,UNIVERSITY ST
190,MID,I,121,L,0,32,N,1ST AVE,FS,UNIVERSITY ST
190,MID,I,122,L,0,17,N,1ST AVE,FS,UNIVERSITY ST
190,MID,O,99,L,0,0,N,1ST AVE,FS,UNIVERSITY ST
190,MID,O,125,L,2,120,N,1ST AVE,FS,UNIVERSITY ST
190,PM,I,121,L,0,31,N,1ST AVE,FS,UNIVERSITY ST
190,PM,O,99,L,2,2,N,1ST AVE,FS,UNIVERSITY ST
190,PM,O,125,L,4,38,N,1ST AVE,FS,UNIVERSITY ST
190,XEV,I,121,L,0,3,N,1ST AVE,FS,UNIVERSITY ST
190,XEV,O,125,L,1,13,N,1ST AVE,FS,UNIVERSITY ST
190,XNT,O,125,L,0,3,N,1ST AVE,FS,UNIVERSITY ST
200,AAM,O,121,L,0,12,N,1ST AVE,NS,PINE ST
200,AAM,O,125,L,0,1,N,1ST AVE,NS,PINE ST
200,AM,I,113,L,0,48,N,1ST AVE,NS,PINE ST
200,AM,I,121,L,0,67,N,1ST AVE,NS,PINE ST
200,AM,I,122,L,0,58,N,1ST AVE,NS,PINE ST
200,AM,I,123,L,0,20,N,1ST AVE,NS,PINE ST
200,AM,O,99,L,4,9,N,1ST AVE,NS,PINE ST
200,AM,O,121,L,0,76,N,1ST AVE,NS,PINE ST
200,AM,O,125,L,3,47,N,1ST AVE,NS,PINE ST
200,MID,I,121,L,0,22,N,1ST AVE,NS,PINE ST
200,MID,I,122,L,0,10,N,1ST AVE,NS,PINE ST
200,MID,O,99,L,2,5,N,1ST AVE,NS,PINE ST
200,MID,O,125,L,4,101,N,1ST AVE,NS,PINE ST
200,PM,I,121,L,0,26,N,1ST AVE,NS,PINE ST
200,PM,O,99,L,3,15,N,1ST AVE,NS,PINE ST
200,PM,O,125,L,5,35,N,1ST AVE,NS,PINE ST
200,XEV,I,121,L,0,8,N,1ST AVE,NS,PINE ST
200,XEV,O,125,L,1,15,N,1ST AVE,NS,PINE ST
200,XNT,O,125,L,1,3,N,1ST AVE,NS,PINE ST
220,AM,O,99,L,0,7,N,1ST AVE,FS,LENORA ST
220,MID,I,121,L,0,0,N,1ST AVE,FS,LENORA ST
220,MID,O,99,L,0,3,N,1ST AVE,FS,LENORA ST
220,PM,I,121,L,0,2,N,1ST AVE,FS,LENORA ST
220,PM,O,99,L,0,5,N,1ST AVE,FS,LENORA ST
230,AM,O,99,L,1,10,N,1ST AVE,FS,BELL ST
230,MID,I,121,L,1,1,N,1ST AVE,FS,BELL ST
230,MID,O,99,L,0,2,N,1ST AVE,FS,BELL ST
230,PM,I,121,L,2,3,N,1ST AVE,FS,BELL ST
230,PM,O,99,L,0,10,N,1ST AVE,FS,BELL ST
230,XEV,O,99,L,0,1,N,1ST AVE,FS,BELL ST
250,AM,I,217,L,7,0,S,2ND AVE,FS,BELL ST
250,AM,O,212,L,10,0,S,2ND AVE,FS,BELL ST
250,MID,I,62,L,0,1,S,2ND AVE,FS,BELL ST
250,MID,O,121,L,1,0,S,2ND AVE,FS,BELL ST
250,MID,O,122,L,3,0,S,2ND AVE,FS,BELL ST
250,PM,I,62,L,1,4,S,2ND AVE,FS,BELL ST
250,PM,O,111,L,24,0,S,2ND AVE,FS,BELL ST
250,PM,O,114,L,4,0,S,2ND AVE,FS,BELL ST
250,PM,O,121,L,19,1,S,2ND AVE,FS,BELL ST
250,PM,O,122,L,13,1,S,2ND AVE,FS,BELL ST
250,PM,O,123,L,11,2,S,2ND AVE,FS,BELL ST
250,PM,O,143,E,12,0,S,2ND AVE,FS,BELL ST
250,PM,O,212,L,30,1,S,2ND AVE,FS,BELL ST
250,XEV,O,121,L,2,0,S,2ND AVE,FS,BELL ST
250,XEV,O,122,L,4,0,S,2ND AVE,FS,BELL ST
250,XEV,O,212,L,4,0,S,2ND AVE,FS,BELL ST
259,AAM,O,26,L,0,0,E,BLANCHARD ST,NS,4TH AVE
259,AAM,O,28,L,0,0,E,BLANCHARD ST,NS,4TH AVE
259,AAM,O,40,L,0,1,E,BLANCHARD ST,NS,4TH AVE
259,AM,I,55,L,5,15,E,BLANCHARD ST,NS,4TH AVE
259,AM,O,26,L,3,5,E,BLANCHARD ST,NS,4TH AVE
259,AM,O,28,L,3,8,E,BLANCHARD ST,NS,4TH AVE
259,AM,O,40,L,8,9,E,BLANCHARD ST,NS,4TH AVE
259,AM,O,62,L,1,2,E,BLANCHARD ST,NS,4TH AVE
259,MID,I,55,L,1,2,E,BLANCHARD ST,NS,4TH AVE
259,MID,O,26,L,7,10,E,BLANCHARD ST,NS,4TH AVE
259,MID,O,28,L,5,12,E,BLANCHARD ST,NS,4TH AVE
259,MID,O,40,L,20,20,E,BLANCHARD ST,NS,4TH AVE
259,MID,O,62,L,0,0,E,BLANCHARD ST,NS,4TH AVE
259,PM,O,26,L,12,8,E,BLANCHARD ST,NS,4TH AVE
259,PM,O,28,L,7,10,E,BLANCHARD ST,NS,4TH AVE
259,PM,O,40,L,14,8,E,BLANCHARD ST,NS,4TH AVE
259,XEV,O,26,L,5,4,E,BLANCHARD ST,NS,4TH AVE
259,XEV,O,28,L,5,8,E,BLANCHARD ST,NS,4TH AVE
259,XEV,O,40,L,8,4,E,BLANCHARD ST,NS,4TH AVE
259,XNT,O,26,L,3,3,E,BLANCHARD ST,NS,4TH AVE
259,XNT,O,28,L,3,4,E,BLANCHARD ST,NS,4TH AVE
259,XNT,O,40,L,2,1,E,BLANCHARD ST,NS,4TH AVE
260,AM,I,21,E,1,5,S,2ND AVE,FS,LENORA ST
260,AM,I,29,L,4,67,S,2ND AVE,FS,LENORA ST
260,MID,I,21,E,0,1,S,2ND AVE,FS,LENORA ST
260,MID,I,29,L,1,21,S,2ND AVE,FS,LENORA ST
260,MID,I,62,L,0,0,S,2ND AVE,FS,LENORA ST
260,MID,O,121,L,1,0,S,2ND AVE,FS,LENORA ST
260,MID,O,122,L,3,0,S,2ND AVE,FS,LENORA ST
260,PM,I,62,L,1,5,S,2ND AVE,FS,LENORA ST
260,PM,O,37,L,4,0,S,2ND AVE,FS,LENORA ST
260,PM,O,113,L,13,0,S,2ND AVE,FS,LENORA ST
260,PM,O,121,L,14,0,S,2ND AVE,FS,LENORA ST
260,PM,O,122,L,9,0,S,2ND AVE,FS,LENORA ST
260,PM,O,123,L,7,5,S,2ND AVE,FS,LENORA ST
260,PM,O,143,E,13,0,S,2ND AVE,FS,LENORA ST
260,PM,O,152,L,8,0,S,2ND AVE,FS,LENORA ST
260,PM,O,157,L,10,0,S,2ND AVE,FS,LENORA ST
260,PM,O,158,L,26,1,S,2ND AVE,FS,LENORA ST
260,PM,O,159,L,18,0,S,2ND AVE,FS,LENORA ST
260,PM,O,161,L,14,0,S,2ND AVE,FS,LENORA ST
260,PM,O,179,L,26,1,S,2ND AVE,FS,LENORA ST
260,XEV,O,121,L,2,0,S,2ND AVE,FS,LENORA ST
260,XEV,O,122,L,1,0,S,2ND AVE,FS,LENORA ST
280,AAM,O,554,E,0,0,S,2ND AVE,FS,STEWART ST
280,AM,I,217,L,14,0,S,2ND AVE,FS,STEWART ST
280,AM,O,212,L,13,0,S,2ND AVE,FS,STEWART ST
280,AM,O,554,E,26,0,S,2ND AVE,FS,STEWART ST
280,MID,O,202,L,2,0,S,2ND AVE,FS,STEWART ST
280,MID,O,554,E,85,2,S,2ND AVE,FS,STEWART ST
280,PM,O,111,L,76,2,S,2ND AVE,FS,STEWART ST
280,PM,O,114,L,25,1,S,2ND AVE,FS,STEWART ST
280,PM,O,202,L,12,0,S,2ND AVE,FS,STEWART ST
280,PM,O,210,L,10,0,S,2ND AVE,FS,STEWART ST
280,PM,O,212,L,159,3,S,2ND AVE,FS,STEWART ST
280,PM,O,214,L,58,1,S,2ND AVE,FS,STEWART ST
280,PM,O,215,L,46,1,S,2ND AVE,FS,STEWART ST
280,PM,O,554,E,45,1,S,2ND AVE,FS,STEWART ST
280,XEV,O,202,L,1,0,S,2ND AVE,FS,STEWART ST
280,XEV,O,212,L,17,0,S,2ND AVE,FS,STEWART ST
280,XEV,O,214,L,3,0,S,2ND AVE,FS,STEWART ST
280,XEV,O,554,E,49,1,S,2ND AVE,FS,STEWART ST
280,XNT,O,554,E,14,0,S,2ND AVE,FS,STEWART ST
300,AAM,I,179,L,0,3,S,2ND AVE,FS,PIKE ST
300,AAM,O,121,L,1,1,S,2ND AVE,FS,PIKE ST
300,AM,I,21,E,0,0,S,2ND AVE,FS,PIKE ST
300,AM,I,29,L,3,176,S,2ND AVE,FS,PIKE ST
300,AM,I,113,L,0,8,S,2ND AVE,FS,PIKE ST
300,AM,I,121,L,2,7,S,2ND AVE,FS,PIKE ST
300,AM,I,122,L,0,8,S,2ND AVE,FS,PIKE ST
300,AM,I,123,L,0,3,S,2ND AVE,FS,PIKE ST
300,AM,I,143,E,1,13,S,2ND AVE,FS,PIKE ST
300,AM,I,157,L,0,3,S,2ND AVE,FS,PIKE ST
300,AM,I,158,L,0,11,S,2ND AVE,FS,PIKE ST
300,AM,I,159,L,1,7,S,2ND AVE,FS,PIKE ST
300,AM,I,161,L,0,9,S,2ND AVE,FS,PIKE ST
300,AM,I,179,L,1,7,S,2ND AVE,FS,PIKE ST
300,AM,I,192,L,1,6,S,2ND AVE,FS,PIKE ST
300,AM,I,308,L,0,20,S,2ND AVE,FS,PIKE ST
300,AM,I,601,E,3,0,S,2ND AVE,FS,PIKE ST
300,AM,O,121,L,26,10,S,2ND AVE,FS,PIKE ST
300,MID,I,21,E,0,0,S,2ND AVE,FS,PIKE ST
300,MID,I,29,L,1,34,S,2ND AVE,FS,PIKE ST
300,MID,I,62,L,0,4,S,2ND AVE,FS,PIKE ST
300,MID,I,121,L,0,2,S,2ND AVE,FS,PIKE ST
300,MID,I,122,L,0,6,S,2ND AVE,FS,PIKE ST
300,MID,O,121,L,16,0,S,2ND AVE,FS,PIKE ST
300,MID,O,122,L,31,1,S,2ND AVE,FS,PIKE ST
300,MID,O,177,L,7,1,S,2ND AVE,FS,PIKE ST
300,PM,I,62,L,2,28,S,2ND AVE,FS,PIKE ST
300,PM,O,37,L,30,1,S,2ND AVE,FS,PIKE ST
300,PM,O,113,L,63,7,S,2ND AVE,FS,PIKE ST
300,PM,O,121,L,111,1,S,2ND AVE,FS,PIKE ST
300,PM,O,122,L,73,1,S,2ND AVE,FS,PIKE ST
300,PM,O,123,L,54,10,S,2ND AVE,FS,PIKE ST
300,PM,O,143,E,92,2,S,2ND AVE,FS,PIKE ST
300,PM,O,152,L,36,1,S,2ND AVE,FS,PIKE ST
300,PM,O,157,L,33,0,S,2ND AVE,FS,PIKE ST
300,PM,O,158,L,88,1,S,2ND AVE,FS,PIKE ST
300,PM,O,159,L,37,0,S,2ND AVE,FS,PIKE ST
300,PM,O,161,L,50,0,S,2ND AVE,FS,PIKE ST
300,PM,O,177,L,46,5,S,2ND AVE,FS,PIKE ST
300,PM,O,178,L,62,4,S,2ND AVE,FS,PIKE ST
300,PM,O,179,L,100,1,S,2ND AVE,FS,PIKE ST
300,PM,O,190,L,27,3,S,2ND AVE,FS,PIKE ST
300,PM,O,192,L,31,2,S,2ND AVE,FS,PIKE ST
300,XEV,I,121,L,2,2,S,2ND AVE,FS,PIKE ST
300,XEV,O,121,L,16,0,S,2ND AVE,FS,PIKE ST
300,XEV,O,122,L,19,0,S,2ND AVE,FS,PIKE ST
300,XEV,O,177,L,14,1,S,2ND AVE,FS,PIKE ST
300,XNT,I,71,L,0,2,S,2ND AVE,FS,PIKE ST
300,XNT,I,72,L,0,3,S,2ND AVE,FS,PIKE ST
300,XNT,I,73,L,0,0,S,2ND AVE,FS,PIKE ST
300,XNT,O,106,L,5,0,S,2ND AVE,FS,PIKE ST
300,XNT,O,150,L,6,0,S,2ND AVE,FS,PIKE ST
320,AAM,O,554,E,4,0,S,2ND AVE,FS,SENECA ST
320,AM,I,217,L,16,0,S,2ND AVE,FS,SENECA ST
320,AM,O,212,L,25,0,S,2ND AVE,FS,SENECA ST
320,AM,O,554,E,34,0,S,2ND AVE,FS,SENECA ST
320,MID,O,202,L,1,0,S,2ND AVE,FS,SENECA ST
320,MID,O,554,E,134,3,S,2ND AVE,FS,SENECA ST
320,PM,O,111,L,99,2,S,2ND AVE,FS,SENECA ST
320,PM,O,114,L,47,1,S,2ND AVE,FS,SENECA ST
320,PM,O,202,L,16,0,S,2ND AVE,FS,SENECA ST
320,PM,O,210,L,22,0,S,2ND AVE,FS,SENECA ST
320,PM,O,212,L,311,4,S,2ND AVE,FS,SENECA ST
320,PM,O,214,L,112,2,S,2ND AVE,FS,SENECA ST
320,PM,O,215,L,78,1,S,2ND AVE,FS,SENECA ST
320,PM,O,554,E,75,1,S,2ND AVE,FS,SENECA ST
320,XEV,O,212,L,27,0,S,2ND AVE,FS,SENECA ST
320,XEV,O,214,L,6,0,S,2ND AVE,FS,SENECA ST
320,XEV,O,554,E,73,1,S,2ND AVE,FS,SENECA ST
320,XNT,O,554,E,17,0,S,2ND AVE,FS,SENECA ST
340,AAM,I,179,L,0,3,S,2ND AVE,NS,MARION ST
340,AAM,I,301,L,0,2,S,2ND AVE,NS,MARION ST
340,AAM,I,312,E,0,13,S,2ND AVE,NS,MARION ST
340,AAM,I,522,E,0,11,S,2ND AVE,NS,MARION ST
340,AAM,O,121,L,5,1,S,2ND AVE,NS,MARION ST
340,AM,I,21,E,3,7,S,2ND AVE,NS,MARION ST
340,AM,I,29,L,2,94,S,2ND AVE,NS,MARION ST
340,AM,I,113,L,5,31,S,2ND AVE,NS,MARION ST
340,AM,I,121,L,2,22,S,2ND AVE,NS,MARION ST
340,AM,I,122,L,0,12,S,2ND AVE,NS,MARION ST
340,AM,I,123,L,0,3,S,2ND AVE,NS,MARION ST
340,AM,I,143,E,1,21,S,2ND AVE,NS,MARION ST
340,AM,I,157,L,1,8,S,2ND AVE,NS,MARION ST
340,AM,I,158,L,0,15,S,2ND AVE,NS,MARION ST
340,AM,I,159,L,1,13,S,2ND AVE,NS,MARION ST
340,AM,I,161,L,0,10,S,2ND AVE,NS,MARION ST
340,AM,I,179,L,1,17,S,2ND AVE,NS,MARION ST
340,AM,I,192,L,1,5,S,2ND AVE,NS,MARION ST
340,AM,I,301,E,2,89,S,2ND AVE,NS,MARION ST
340,AM,I,301,L,0,5,S,2ND AVE,NS,MARION ST
340,AM,I,306,E,0,12,S,2ND AVE,NS,MARION ST
340,AM,I,308,L,0,20,S,2ND AVE,NS,MARION ST
340,AM,I,312,E,1,47,S,2ND AVE,NS,MARION ST
340,AM,I,522,E,1,111,S,2ND AVE,NS,MARION ST
340,AM,I,601,E,4,7,S,2ND AVE,NS,MARION ST
340,AM,O,121,L,45,37,S,2ND AVE,NS,MARION ST
340,MID,I,21,E,1,1,S,2ND AVE,NS,MARION ST
340,MID,I,29,L,0,22,S,2ND AVE,NS,MARION ST
340,MID,I,62,L,0,1,S,2ND AVE,NS,MARION ST
340,MID,I,121,L,0,2,S,2ND AVE,NS,MARION ST
340,MID,I,122,L,0,3,S,2ND AVE,NS,MARION ST
340,MID,I,179,L,0,1,S,2ND AVE,NS,MARION ST
340,MID,I,301,E,0,4,S,2ND AVE,NS,MARION ST
340,MID,I,312,E,0,6,S,2ND AVE,NS,MARION ST
340,MID,I,522,E,2,65,S,2ND AVE,NS,MARION ST
340,MID,O,121,L,8,0,S,2ND AVE,NS,MARION ST
340,MID,O,122,L,27,1,S,2ND AVE,NS,MARION ST
340,MID,O,177,L,11,0,S,2ND AVE,NS,MARION ST
340,PM,I,62,L,4,12,S,2ND AVE,NS,MARION ST
340,PM,I,301,L,0,4,S,2ND AVE,NS,MARION ST
340,PM,I,522,E,7,15,S,2ND AVE,NS,MARION ST
340,PM,O,37,L,33,1,S,2ND AVE,NS,MARION ST
340,PM,O,113,L,52,1,S,2ND AVE,NS,MARION ST
340,PM,O,121,L,77,2,S,2ND AVE,NS,MARION ST
340,PM,O,122,L,58,2,S,2ND AVE,NS,MARION ST
340,PM,O,123,L,50,5,S,2ND AVE,NS,MARION ST
340,PM,O,143,E,65,1,S,2ND AVE,NS,MARION ST
340,PM,O,152,L,40,1,S,2ND AVE,NS,MARION ST
340,PM,O,157,L,25,1,S,2ND AVE,NS,MARION ST
340,PM,O,158,L,47,2,S,2ND AVE,NS,MARION ST
340,PM,O,159,L,16,0,S,2ND AVE,NS,MARION ST
340,PM,O,161,L,38,1,S,2ND AVE,NS,MARION ST
340,PM,O,177,L,61,5,S,2ND AVE,NS,MARION ST
340,PM,O,178,L,70,8,S,2ND AVE,NS,MARION ST
340,PM,O,179,L,53,1,S,2ND AVE,NS,MARION ST
340,PM,O,190,L,30,3,S,2ND AVE,NS,MARION ST
340,PM,O,192,L,28,1,S,2ND AVE,NS,MARION ST
340,XEV,I,121,L,0,1,S,2ND AVE,NS,MARION ST
340,XEV,I,522,E,1,9,S,2ND AVE,NS,MARION ST
340,XEV,O,121,L,7,0,S,2ND AVE,NS,MARION ST
340,XEV,O,122,L,9,0,S,2ND AVE,NS,MARION ST
340,XEV,O,177,L,10,0,S,2ND AVE,NS,MARION ST
340,XEV,O,178,L,5,0,S,2ND AVE,NS,MARION ST
340,XEV,O,179,L,6,0,S,2ND AVE,NS,MARION ST
340,XNT,I,71,L,0,0,S,2ND AVE,NS,MARION ST
340,XNT,I,72,L,0,1,S,2ND AVE,NS,MARION ST
340,XNT,I,73,L,0,0,S,2ND AVE,NS,MARION ST
340,XNT,I,83,L,0,4,S,2ND AVE,NS,MARION ST
340,XNT,I,522,E,0,2,S,2ND AVE,NS,MARION ST
340,XNT,O,106,L,0,0,S,2ND AVE,NS,MARION ST
340,XNT,O,150,L,1,0,S,2ND AVE,NS,MARION ST
360,AAM,O,554,E,1,0,S,2ND AVE,NS,CHERRY ST
360,AM,I,217,L,7,0,S,2ND AVE,NS,CHERRY ST
360,AM,O,212,L,12,1,S,2ND AVE,NS,CHERRY ST
360,AM,O,554,E,15,0,S,2ND AVE,NS,CHERRY ST
360,MID,O,554,E,53,3,S,2ND AVE,NS,CHERRY ST
360,PM,O,111,L,61,2,S,2ND AVE,NS,CHERRY ST
360,PM,O,114,L,18,0,S,2ND AVE,NS,CHERRY ST
360,PM,O,202,L,20,1,S,2ND AVE,NS,CHERRY ST
360,PM,O,210,L,12,0,S,2ND AVE,NS,CHERRY ST
360,PM,O,212,L,139,3,S,2ND AVE,NS,CHERRY ST
360,PM,O,214,L,58,2,S,2ND AVE,NS,CHERRY ST
360,PM,O,215,L,30,1,S,2ND AVE,NS,CHERRY ST
360,PM,O,554,E,54,1,S,2ND AVE,NS,CHERRY ST
360,XEV,O,202,L,1,0,S,2ND AVE,NS,CHERRY ST
360,XEV,O,212,L,8,0,S,2ND AVE,NS,CHERRY ST
360,XEV,O,214,L,2,0,S,2ND AVE,NS,CHERRY ST
360,XEV,O,215,L,6,0,S,2ND AVE,NS,CHERRY ST
360,XEV,O,554,E,29,1,S,2ND AVE,NS,CHERRY ST
360,XNT,O,554,E,5,0,S,2ND AVE,NS,CHERRY ST
361,AAM,I,179,L,0,1,S,2ND AVE,NS,JAMES ST
361,AAM,I,301,L,0,1,S,2ND AVE,NS,JAMES ST
361,AAM,I,312,E,0,4,S,2ND AVE,NS,JAMES ST
361,AAM,I,522,E,0,3,S,2ND AVE,NS,JAMES ST
361,AM,I,29,L,0,37,S,2ND AVE,NS,JAMES ST
361,AM,I,121,L,0,6,S,2ND AVE,NS,JAMES ST
361,AM,I,122,L,0,1,S,2ND AVE,NS,JAMES ST
361,AM,I,123,L,0,2,S,2ND AVE,NS,JAMES ST
361,AM,I,143,E,0,5,S,2ND AVE,NS,JAMES ST
361,AM,I,157,L,0,2,S,2ND AVE,NS,JAMES ST
361,AM,I,158,L,0,4,S,2ND AVE,NS,JAMES ST
361,AM,I,159,L,0,3,S,2ND AVE,NS,JAMES ST
361,AM,I,161,L,0,2,S,2ND AVE,NS,JAMES ST
361,AM,I,179,L,0,1,S,2ND AVE,NS,JAMES ST
361,AM,I,192,L,0,2,S,2ND AVE,NS,JAMES ST
361,AM,I,301,E,1,30,S,2ND AVE,NS,JAMES ST
361,AM,I,301,L,0,5,S,2ND AVE,NS,JAMES ST
361,AM,I,306,E,0,7,S,2ND AVE,NS,JAMES ST
361,AM,I,308,L,0,8,S,2ND AVE,NS,JAMES ST
361,AM,I,312,E,0,22,S,2ND AVE,NS,JAMES ST
361,AM,I,522,E,0,40,S,2ND AVE,NS,JAMES ST
361,AM,I,601,E,0,5,S,2ND AVE,NS,JAMES ST
361,MID,I,29,L,0,12,S,2ND AVE,NS,JAMES ST
361,MID,I,62,L,0,1,S,2ND AVE,NS,JAMES ST
361,MID,I,121,L,0,1,S,2ND AVE,NS,JAMES ST
361,MID,I,122,L,0,0,S,2ND AVE,NS,JAMES ST
361,MID,I,179,L,0,2,S,2ND AVE,NS,JAMES ST
361,MID,I,301,E,0,6,S,2ND AVE,NS,JAMES ST
361,MID,I,312,E,0,3,S,2ND AVE,NS,JAMES ST
361,MID,I,522,E,0,37,S,2ND AVE,NS,JAMES ST
361,MID,O,177,L,3,0,S,2ND AVE,NS,JAMES ST
361,PM,I,62,L,1,4,S,2ND AVE,NS,JAMES ST
361,PM,I,301,L,0,1,S,2ND AVE,NS,JAMES ST
361,PM,I,522,E,1,7,S,2ND AVE,NS,JAMES ST
361,PM,O,143,E,17,1,S,2ND AVE,NS,JAMES ST
361,PM,O,152,L,17,1,S,2ND AVE,NS,JAMES ST
361,PM,O,157,L,5,0,S,2ND AVE,NS,JAMES ST
361,PM,O,158,L,23,1,S,2ND AVE,NS,JAMES ST
361,PM,O,159,L,8,0,S,2ND AVE,NS,JAMES ST
361,PM,O,161,L,11,1,S,2ND AVE,NS,JAMES ST
361,PM,O,177,L,29,2,S,2ND AVE,NS,JAMES ST
361,PM,O,178,L,47,1,S,2ND AVE,NS,JAMES ST
361,PM,O,179,L,23,1,S,2ND AVE,NS,JAMES ST
361,PM,O,190,L,19,1,S,2ND AVE,NS,JAMES ST
361,PM,O,192,L,11,0,S,2ND AVE,NS,JAMES ST
361,XEV,I,121,L,0,0,S,2ND AVE,NS,JAMES ST
361,XEV,I,301,L,0,0,S,2ND AVE,NS,JAMES ST
361,XEV,I,522,E,0,4,S,2ND AVE,NS,JAMES ST
361,XEV,O,158,L,2,0,S,2ND AVE,NS,JAMES ST
361,XEV,O,177,L,5,0,S,2ND AVE,NS,JAMES ST
361,XEV,O,178,L,2,1,S,2ND AVE,NS,JAMES ST
361,XEV,O,179,L,1,0,S,2ND AVE,NS,JAMES ST
361,XNT,I,71,L,0,0,S,2ND AVE,NS,JAMES ST
361,XNT,I,72,L,0,0,S,2ND AVE,NS,JAMES ST
361,XNT,I,73,L,0,0,S,2ND AVE,NS,JAMES ST
361,XNT,I,83,L,0,0,S,2ND AVE,NS,JAMES ST
361,XNT,I,522,E,0,1,S,2ND AVE,NS,JAMES ST
361,XNT,O,106,L,0,0,S,2ND AVE,NS,JAMES ST
361,XNT,O,150,L,0,0,S,2ND AVE,NS,JAMES ST
380,PM,O,202,L,5,0,S,2 AVE EXT S,FS,S WASHINGTON ST
380,XEV,O,202,L,0,0,S,2 AVE EXT S,FS,S WASHINGTON ST
390,AAM,I,179,L,0,4,S,2 AVE EXT S,NS,S JACKSON ST
390,AAM,I,301,L,1,4,S,2 AVE EXT S,NS,S JACKSON ST
390,AAM,I,312,E,1,5,S,2 AVE EXT S,NS,S JACKSON ST
390,AAM,I,522,E,1,9,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,29,L,7,82,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,121,L,5,12,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,122,L,4,6,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,123,L,4,5,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,143,E,10,20,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,157,L,4,9,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,158,L,8,12,S,2 AVE EXT S,NS,S JACKSON ST
