Zone#,Period,InOut,Rte,Express or Local,OnsObs,OffsObs,Dir,OnStreet,Inter,CrossStreet
39990,XEV,I,125,L,3,0,S,25TH AVE SW,NS,SW BARTON ST
39990,XNT,I,60,L,1,0,S,25TH AVE SW,NS,SW BARTON ST
39990,XNT,I,125,L,1,0,S,25TH AVE SW,NS,SW BARTON ST
40010,AM,O,128,L,1,2,N,SYLVAN WAY SW,FS,HIGH PT DR SW
40010,MID,O,128,L,1,14,N,SYLVAN WAY SW,FS,HIGH PT DR SW
40010,PM,O,128,L,0,8,N,SYLVAN WAY SW,FS,HIGH PT DR SW
40010,XEV,O,128,L,0,8,N,SYLVAN WAY SW,FS,HIGH PT DR SW
40010,XNT,O,128,L,0,4,N,SYLVAN WAY SW,FS,HIGH PT DR SW
40012,AM,O,128,L,8,2,W,SW MORGAN ST,FS,LANHAM PL SW
40012,MID,O,128,L,7,25,W,SW MORGAN ST,FS,LANHAM PL SW
40012,PM,O,128,L,1,12,W,SW MORGAN ST,FS,LANHAM PL SW
40012,XEV,O,128,L,1,10,W,SW MORGAN ST,FS,LANHAM PL SW
40012,XNT,O,128,L,0,3,W,SW MORGAN ST,FS,LANHAM PL SW
40016,AAM,I,125,L,0,0,N,22ND AVE SW,NS,23RD AVE SW
40016,AM,I,125,L,0,0,N,22ND AVE SW,NS,23RD AVE SW
40016,MID,I,125,L,1,1,N,22ND AVE SW,NS,23RD AVE SW
40016,PM,I,125,L,0,0,N,22ND AVE SW,NS,23RD AVE SW
40016,XEV,I,125,L,0,0,N,22ND AVE SW,NS,23RD AVE SW
40016,XNT,I,125,L,0,0,N,22ND AVE SW,NS,23RD AVE SW
40018,AAM,O,125,L,0,0,S,22ND AVE SW,FS,23RD AVE SW
40018,AM,O,125,L,0,0,S,22ND AVE SW,FS,23RD AVE SW
40018,MID,O,125,L,1,1,S,22ND AVE SW,FS,23RD AVE SW
40018,PM,O,125,L,0,2,S,22ND AVE SW,FS,23RD AVE SW
40018,XEV,O,125,L,0,2,S,22ND AVE SW,FS,23RD AVE SW
40018,XNT,O,125,L,0,0,S,22ND AVE SW,FS,23RD AVE SW
40020,AAM,O,125,L,0,0,E,SW OREGON ST,FS,DELRIDGE WAY SW
40020,AM,O,125,L,5,2,E,SW OREGON ST,FS,DELRIDGE WAY SW
40020,MID,O,125,L,11,7,E,SW OREGON ST,FS,DELRIDGE WAY SW
40020,PM,O,125,L,7,11,E,SW OREGON ST,FS,DELRIDGE WAY SW
40020,XEV,O,125,L,3,10,E,SW OREGON ST,FS,DELRIDGE WAY SW
40020,XNT,O,125,L,1,4,E,SW OREGON ST,FS,DELRIDGE WAY SW
40030,AAM,I,40,L,0,0,W,N NORTHGATE WAY,FS,INTERLAKE AVE N
40030,AM,I,40,L,8,3,W,N NORTHGATE WAY,FS,INTERLAKE AVE N
40030,MID,I,40,L,6,24,W,N NORTHGATE WAY,FS,INTERLAKE AVE N
40030,PM,I,40,L,3,20,W,N NORTHGATE WAY,FS,INTERLAKE AVE N
40030,XEV,I,40,L,2,10,W,N NORTHGATE WAY,FS,INTERLAKE AVE N
40030,XNT,I,40,L,0,6,W,N NORTHGATE WAY,FS,INTERLAKE AVE N
40032,AAM,I,40,L,2,0,W,N 105TH ST,FS,AURORA AVE N
40032,AM,I,40,L,34,4,W,N 105TH ST,FS,AURORA AVE N
40032,MID,I,40,L,60,31,W,N 105TH ST,FS,AURORA AVE N
40032,PM,I,40,L,23,20,W,N 105TH ST,FS,AURORA AVE N
40032,XEV,I,40,L,12,16,W,N 105TH ST,FS,AURORA AVE N
40032,XNT,I,40,L,2,7,W,N 105TH ST,FS,AURORA AVE N
40035,AAM,I,40,L,0,0,W,N 105TH ST,FS,FREMONT AVE N
40035,AM,I,40,L,8,2,W,N 105TH ST,FS,FREMONT AVE N
40035,MID,I,40,L,10,13,W,N 105TH ST,FS,FREMONT AVE N
40035,PM,I,40,L,5,19,W,N 105TH ST,FS,FREMONT AVE N
40035,XEV,I,40,L,2,8,W,N 105TH ST,FS,FREMONT AVE N
40035,XNT,I,40,L,2,2,W,N 105TH ST,FS,FREMONT AVE N
40038,AAM,I,40,L,1,0,W,N 105TH ST,NS,GREENWOOD AVE N
40038,AM,I,40,L,24,12,W,N 105TH ST,NS,GREENWOOD AVE N
40038,MID,I,40,L,29,65,W,N 105TH ST,NS,GREENWOOD AVE N
40038,PM,I,40,L,16,39,W,N 105TH ST,NS,GREENWOOD AVE N
40038,XEV,I,40,L,9,19,W,N 105TH ST,NS,GREENWOOD AVE N
40038,XNT,I,40,L,2,5,W,N 105TH ST,NS,GREENWOOD AVE N
40040,AAM,I,40,L,0,0,W,HOLMAN RD NW,FS,3RD AVE NW
40040,AM,I,40,L,8,2,W,HOLMAN RD NW,FS,3RD AVE NW
40040,MID,I,40,L,8,20,W,HOLMAN RD NW,FS,3RD AVE NW
40040,PM,I,40,L,4,16,W,HOLMAN RD NW,FS,3RD AVE NW
40040,XEV,I,40,L,2,10,W,HOLMAN RD NW,FS,3RD AVE NW
40040,XNT,I,40,L,2,4,W,HOLMAN RD NW,FS,3RD AVE NW
40042,AAM,I,40,L,0,0,W,HOLMAN RD NW,FS,7TH AVE NW
40042,AM,I,40,L,2,5,W,HOLMAN RD NW,FS,7TH AVE NW
40042,MID,I,40,L,10,12,W,HOLMAN RD NW,FS,7TH AVE NW
40042,PM,I,40,L,4,9,W,HOLMAN RD NW,FS,7TH AVE NW
40042,XEV,I,40,L,4,4,W,HOLMAN RD NW,FS,7TH AVE NW
40042,XNT,I,40,L,0,1,W,HOLMAN RD NW,FS,7TH AVE NW
40044,AAM,I,40,L,0,0,W,HOLMAN RD NW,FS,9TH AVE NW
40044,AM,I,40,L,2,0,W,HOLMAN RD NW,FS,9TH AVE NW
40044,MID,I,40,L,2,2,W,HOLMAN RD NW,FS,9TH AVE NW
40044,PM,I,40,L,0,2,W,HOLMAN RD NW,FS,9TH AVE NW
40044,XEV,I,40,L,0,1,W,HOLMAN RD NW,FS,9TH AVE NW
40044,XNT,I,40,L,0,0,W,HOLMAN RD NW,FS,9TH AVE NW
40046,AAM,I,40,L,0,0,W,HOLMAN RD NW,FS,13TH AVE NW
40046,AM,I,40,L,3,6,W,HOLMAN RD NW,FS,13TH AVE NW
40046,MID,I,40,L,5,11,W,HOLMAN RD NW,FS,13TH AVE NW
40046,PM,I,40,L,2,9,W,HOLMAN RD NW,FS,13TH AVE NW
40046,XEV,I,40,L,1,3,W,HOLMAN RD NW,FS,13TH AVE NW
40046,XNT,I,40,L,0,1,W,HOLMAN RD NW,FS,13TH AVE NW
40049,AAM,I,40,L,1,1,W,HOLMAN RD NW,FS,MARY AVE NW
40049,AAM,I,674,L,7,1,W,HOLMAN RD NW,FS,MARY AVE NW
40049,AM,I,40,L,4,37,W,HOLMAN RD NW,FS,MARY AVE NW
40049,AM,I,674,L,41,3,W,HOLMAN RD NW,FS,MARY AVE NW
40049,MID,I,40,L,18,26,W,HOLMAN RD NW,FS,MARY AVE NW
40049,MID,I,674,L,76,3,W,HOLMAN RD NW,FS,MARY AVE NW
40049,PM,I,40,L,5,12,W,HOLMAN RD NW,FS,MARY AVE NW
40049,PM,I,674,L,25,1,W,HOLMAN RD NW,FS,MARY AVE NW
40049,XEV,I,40,L,3,4,W,HOLMAN RD NW,FS,MARY AVE NW
40049,XEV,I,674,L,8,1,W,HOLMAN RD NW,FS,MARY AVE NW
40049,XNT,I,40,L,0,1,W,HOLMAN RD NW,FS,MARY AVE NW
40049,XNT,I,674,L,4,0,W,HOLMAN RD NW,FS,MARY AVE NW
40050,AM,O,40,L,8,8,E,HOLMAN RD NW,FS,MARY AVE NW
40050,MID,O,40,L,43,14,E,HOLMAN RD NW,FS,MARY AVE NW
40050,PM,O,40,L,25,12,E,HOLMAN RD NW,FS,MARY AVE NW
40050,XEV,O,40,L,6,6,E,HOLMAN RD NW,FS,MARY AVE NW
40050,XNT,O,40,L,1,1,E,HOLMAN RD NW,FS,MARY AVE NW
40052,AM,O,40,L,4,0,E,HOLMAN RD NW,FS,13TH AVE NW
40052,MID,O,40,L,10,7,E,HOLMAN RD NW,FS,13TH AVE NW
40052,PM,O,40,L,4,6,E,HOLMAN RD NW,FS,13TH AVE NW
40052,XEV,O,40,L,3,5,E,HOLMAN RD NW,FS,13TH AVE NW
40052,XNT,O,40,L,1,1,E,HOLMAN RD NW,FS,13TH AVE NW
40054,AM,O,40,L,0,0,E,HOLMAN RD NW,FS,9TH AVE NW
40054,MID,O,40,L,2,1,E,HOLMAN RD NW,FS,9TH AVE NW
40054,PM,O,40,L,1,1,E,HOLMAN RD NW,FS,9TH AVE NW
40054,XEV,O,40,L,0,2,E,HOLMAN RD NW,FS,9TH AVE NW
40054,XNT,O,40,L,0,1,E,HOLMAN RD NW,FS,9TH AVE NW
40056,AM,O,40,L,9,3,E,HOLMAN RD NW,FS,7TH AVE NW
40056,MID,O,40,L,20,11,E,HOLMAN RD NW,FS,7TH AVE NW
40056,PM,O,40,L,11,8,E,HOLMAN RD NW,FS,7TH AVE NW
40056,XEV,O,40,L,5,4,E,HOLMAN RD NW,FS,7TH AVE NW
40056,XNT,O,40,L,1,2,E,HOLMAN RD NW,FS,7TH AVE NW
40058,AM,O,40,L,14,0,E,HOLMAN RD NW,FS,3RD AVE NW
40058,MID,O,40,L,12,6,E,HOLMAN RD NW,FS,3RD AVE NW
40058,PM,O,40,L,7,6,E,HOLMAN RD NW,FS,3RD AVE NW
40058,XEV,O,40,L,3,3,E,HOLMAN RD NW,FS,3RD AVE NW
40058,XNT,O,40,L,0,2,E,HOLMAN RD NW,FS,3RD AVE NW
40060,AM,O,40,L,15,8,E,HOLMAN RD N,NM,GREENWOOD AVE N
40060,MID,O,40,L,58,41,E,HOLMAN RD N,NM,GREENWOOD AVE N
40060,PM,O,40,L,24,27,E,HOLMAN RD N,NM,GREENWOOD AVE N
40060,XEV,O,40,L,9,16,E,HOLMAN RD N,NM,GREENWOOD AVE N
40060,XNT,O,40,L,2,7,E,HOLMAN RD N,NM,GREENWOOD AVE N
40065,AM,O,40,L,15,2,E,N 105TH ST,FS,FREMONT AVE N
40065,MID,O,40,L,17,13,E,N 105TH ST,FS,FREMONT AVE N
40065,PM,O,40,L,6,11,E,N 105TH ST,FS,FREMONT AVE N
40065,XEV,O,40,L,3,7,E,N 105TH ST,FS,FREMONT AVE N
40065,XNT,O,40,L,0,3,E,N 105TH ST,FS,FREMONT AVE N
40068,AM,O,40,L,25,12,E,N NORTHGATE WAY,FS,AURORA AVE N
40068,MID,O,40,L,56,61,E,N NORTHGATE WAY,FS,AURORA AVE N
40068,PM,O,40,L,34,40,E,N NORTHGATE WAY,FS,AURORA AVE N
40068,XEV,O,40,L,18,21,E,N NORTHGATE WAY,FS,AURORA AVE N
40068,XNT,O,40,L,5,8,E,N NORTHGATE WAY,FS,AURORA AVE N
40070,AM,O,40,L,2,1,E,N NORTHGATE WAY,FS,STONE AVE N
40070,MID,O,40,L,3,5,E,N NORTHGATE WAY,FS,STONE AVE N
40070,PM,O,40,L,2,3,E,N NORTHGATE WAY,FS,STONE AVE N
40070,XEV,O,40,L,2,2,E,N NORTHGATE WAY,FS,STONE AVE N
40070,XNT,O,40,L,0,1,E,N NORTHGATE WAY,FS,STONE AVE N
40075,AM,I,31,L,10,0,N,GILMAN AVE W,NS,23RD AVE W
40075,AM,O,33,L,0,0,N,GILMAN AVE W,NS,23RD AVE W
40075,MID,I,31,L,7,1,N,GILMAN AVE W,NS,23RD AVE W
40075,MID,O,33,L,0,2,N,GILMAN AVE W,NS,23RD AVE W
40075,PM,I,31,L,4,0,N,GILMAN AVE W,NS,23RD AVE W
40075,PM,O,33,L,0,2,N,GILMAN AVE W,NS,23RD AVE W
40075,XEV,I,31,L,1,0,N,GILMAN AVE W,NS,23RD AVE W
40075,XEV,O,33,L,0,1,N,GILMAN AVE W,NS,23RD AVE W
40075,XNT,O,33,L,0,0,N,GILMAN AVE W,NS,23RD AVE W
40077,AAM,I,33,L,1,0,S,GILMAN AVE W,FS,23RD AVE W
40077,AM,I,33,L,4,2,S,GILMAN AVE W,FS,23RD AVE W
40077,AM,O,31,L,0,0,S,GILMAN AVE W,FS,23RD AVE W
40077,MID,I,33,L,2,0,S,GILMAN AVE W,FS,23RD AVE W
40077,MID,O,31,L,0,3,S,GILMAN AVE W,FS,23RD AVE W
40077,PM,I,33,L,1,0,S,GILMAN AVE W,FS,23RD AVE W
40077,PM,O,31,L,2,13,S,GILMAN AVE W,FS,23RD AVE W
40077,XEV,I,33,L,0,0,S,GILMAN AVE W,FS,23RD AVE W
40077,XEV,O,31,L,0,2,S,GILMAN AVE W,FS,23RD AVE W
40077,XNT,I,33,L,0,0,S,GILMAN AVE W,FS,23RD AVE W
40078,AM,O,31,L,0,0,S,THORNDYKE AVE W,FS,W BLAINE ST
40078,MID,O,31,L,0,0,S,THORNDYKE AVE W,FS,W BLAINE ST
40078,PM,O,31,L,0,0,S,THORNDYKE AVE W,FS,W BLAINE ST
40078,XEV,O,31,L,0,0,S,THORNDYKE AVE W,FS,W BLAINE ST
40093,AAM,I,114,L,1,1,E,NE SUNSET BLVD,FS,UNION AVE NE
40093,AAM,O,240,L,5,0,E,NE SUNSET BLVD,FS,UNION AVE NE
40093,AM,I,114,L,8,2,E,NE SUNSET BLVD,FS,UNION AVE NE
40093,AM,O,240,L,23,2,E,NE SUNSET BLVD,FS,UNION AVE NE
40093,MID,O,240,L,21,12,E,NE SUNSET BLVD,FS,UNION AVE NE
40093,PM,O,240,L,6,9,E,NE SUNSET BLVD,FS,UNION AVE NE
40093,XEV,O,240,L,3,3,E,NE SUNSET BLVD,FS,UNION AVE NE
40093,XNT,O,240,L,0,2,E,NE SUNSET BLVD,FS,UNION AVE NE
40097,AAM,I,114,L,2,0,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40097,AAM,O,240,L,2,0,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40097,AM,I,114,L,9,0,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40097,AM,O,240,L,25,7,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40097,MID,O,240,L,25,11,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40097,PM,O,240,L,8,9,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40097,XEV,O,240,L,4,3,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40097,XNT,O,240,L,3,2,N,DUVALL AVE NE,FS,NE SUNSET BLVD
40101,AAM,I,114,L,3,0,N,DUVALL AVE NE,FS,NE 21ST ST
40101,AAM,O,240,L,0,0,N,DUVALL AVE NE,FS,NE 21ST ST
40101,AM,I,114,L,7,0,N,DUVALL AVE NE,FS,NE 21ST ST
40101,AM,O,240,L,2,1,N,DUVALL AVE NE,FS,NE 21ST ST
40101,MID,O,240,L,3,1,N,DUVALL AVE NE,FS,NE 21ST ST
40101,PM,O,240,L,0,3,N,DUVALL AVE NE,FS,NE 21ST ST
40101,XEV,O,240,L,0,1,N,DUVALL AVE NE,FS,NE 21ST ST
40101,XNT,O,240,L,0,0,N,DUVALL AVE NE,FS,NE 21ST ST
40103,AAM,I,240,L,0,0,S,DUVALL AVE NE,FS,NE 23RD ST
40103,AM,I,240,L,2,0,S,DUVALL AVE NE,FS,NE 23RD ST
40103,MID,I,240,L,2,2,S,DUVALL AVE NE,FS,NE 23RD ST
40103,PM,I,240,L,1,5,S,DUVALL AVE NE,FS,NE 23RD ST
40103,PM,O,114,L,0,9,S,DUVALL AVE NE,FS,NE 23RD ST
40103,XEV,I,240,L,0,2,S,DUVALL AVE NE,FS,NE 23RD ST
40103,XEV,O,114,L,0,2,S,DUVALL AVE NE,FS,NE 23RD ST
40103,XNT,I,240,L,0,0,S,DUVALL AVE NE,FS,NE 23RD ST
40125,AAM,I,240,L,1,0,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40125,AM,I,240,L,3,4,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40125,MID,I,240,L,16,24,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40125,PM,I,240,L,12,31,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40125,PM,O,114,L,1,6,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40125,XEV,I,240,L,6,14,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40125,XEV,O,114,L,0,1,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40125,XNT,I,240,L,2,8,W,NE SUNSET BLVD,FS,DUVALL AVE NE
40140,AAM,O,550,E,8,0,E,I-90,AT,RAINIER FRWY STA
40140,AAM,O,554,E,5,0,E,I-90,AT,RAINIER FRWY STA
40140,AM,I,217,L,12,0,E,I-90,AT,RAINIER FRWY STA
40140,AM,O,212,L,15,0,E,I-90,AT,RAINIER FRWY STA
40140,AM,O,550,E,98,7,E,I-90,AT,RAINIER FRWY STA
40140,AM,O,554,E,24,1,E,I-90,AT,RAINIER FRWY STA
40140,MID,O,211,E,0,0,E,I-90,AT,RAINIER FRWY STA
40140,MID,O,550,E,64,11,E,I-90,AT,RAINIER FRWY STA
40140,MID,O,554,E,34,2,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,111,L,7,2,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,114,L,5,1,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,210,L,3,0,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,211,E,3,1,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,212,L,27,4,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,214,L,5,2,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,215,L,5,0,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,216,L,4,6,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,218,L,5,17,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,550,E,31,43,E,I-90,AT,RAINIER FRWY STA
40140,PM,O,554,E,7,1,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,111,L,1,0,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,212,L,4,1,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,214,L,0,0,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,215,L,2,0,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,216,L,0,2,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,218,L,1,3,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,550,E,8,17,E,I-90,AT,RAINIER FRWY STA
40140,XEV,O,554,E,6,1,E,I-90,AT,RAINIER FRWY STA
40140,XNT,O,550,E,4,3,E,I-90,AT,RAINIER FRWY STA
40140,XNT,O,554,E,2,0,E,I-90,AT,RAINIER FRWY STA
40150,AAM,I,214,L,0,0,W,I-90,AT,RAINIER FRWY STA
40150,AAM,I,215,L,1,0,W,I-90,AT,RAINIER FRWY STA
40150,AAM,I,550,E,1,1,W,I-90,AT,RAINIER FRWY STA
40150,AAM,I,554,E,0,0,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,111,L,2,9,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,114,L,2,7,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,210,L,1,2,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,211,E,1,1,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,212,L,14,12,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,214,L,3,7,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,215,L,3,3,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,216,L,2,3,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,218,L,10,6,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,550,E,22,24,W,I-90,AT,RAINIER FRWY STA
40150,AM,I,554,E,2,2,W,I-90,AT,RAINIER FRWY STA
40150,MID,I,211,E,0,0,W,I-90,AT,RAINIER FRWY STA
40150,MID,I,212,L,2,1,W,I-90,AT,RAINIER FRWY STA
40150,MID,I,216,L,1,0,W,I-90,AT,RAINIER FRWY STA
40150,MID,I,218,L,0,0,W,I-90,AT,RAINIER FRWY STA
40150,MID,I,550,E,14,36,W,I-90,AT,RAINIER FRWY STA
40150,MID,I,554,E,6,27,W,I-90,AT,RAINIER FRWY STA
40150,PM,I,212,L,1,7,W,I-90,AT,RAINIER FRWY STA
40150,PM,I,550,E,9,85,W,I-90,AT,RAINIER FRWY STA
40150,PM,I,554,E,2,23,W,I-90,AT,RAINIER FRWY STA
40150,PM,O,217,L,1,6,W,I-90,AT,RAINIER FRWY STA
40150,XEV,I,550,E,4,48,W,I-90,AT,RAINIER FRWY STA
40150,XEV,I,554,E,1,13,W,I-90,AT,RAINIER FRWY STA
40150,XEV,O,217,L,0,2,W,I-90,AT,RAINIER FRWY STA
40150,XNT,I,550,E,0,15,W,I-90,AT,RAINIER FRWY STA
40150,XNT,I,554,E,0,2,W,I-90,AT,RAINIER FRWY STA
40801,AAM,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,AM,I,113,L,0,1,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,AM,I,121,L,0,2,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,AM,I,122,L,0,2,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,AM,I,123,L,0,2,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,AM,I,154,L,0,0,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,AM,I,173,L,0,2,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,MID,I,121,L,1,1,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,MID,I,122,L,0,0,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,PM,I,121,L,1,0,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40801,XEV,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S LUCILE ST
40802,AAM,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,AM,I,113,L,1,1,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,AM,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,AM,I,122,L,0,1,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,AM,I,123,L,0,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,AM,I,154,L,0,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,AM,I,173,L,0,1,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,MID,I,121,L,1,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,MID,I,122,L,0,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,PM,I,121,L,3,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40802,XEV,I,121,L,2,0,N,EAST MARGINAL WAY S,FS,S HUDSON ST
40804,AAM,I,121,L,0,1,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,AM,I,113,L,6,2,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,AM,I,121,L,14,1,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,AM,I,122,L,8,3,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,AM,I,123,L,7,0,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,AM,I,154,L,2,12,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,AM,I,173,L,0,6,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,MID,I,121,L,9,0,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,MID,I,122,L,0,0,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,PM,I,121,L,24,0,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40804,XEV,I,121,L,2,0,N,EAST MARGINAL WAY S,NS,S ALASKA ST
40806,AAM,I,121,L,0,1,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,AM,I,113,L,0,1,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,AM,I,121,L,0,1,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,AM,I,122,L,0,0,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,AM,I,123,L,1,0,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,MID,I,121,L,1,0,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,MID,I,122,L,0,0,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,PM,I,121,L,9,0,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40806,XEV,I,121,L,1,0,N,EAST MARGINAL WAY S,FS,DIAGONAL AVE S
40807,AAM,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,AM,I,113,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,AM,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,AM,I,122,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,AM,I,123,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,MID,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,MID,I,122,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,PM,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40807,XEV,I,121,L,0,0,N,EAST MARGINAL WAY S,FS,S IDAHO ST
40811,AM,O,128,L,3,0,W,S 144TH ST,NS,MACADAM RD S
40811,MID,O,128,L,1,1,W,S 144TH ST,NS,MACADAM RD S
40811,PM,O,128,L,0,0,W,S 144TH ST,NS,MACADAM RD S
40811,XEV,O,128,L,0,0,W,S 144TH ST,NS,MACADAM RD S
40811,XNT,O,128,L,0,0,W,S 144TH ST,NS,MACADAM RD S
40812,AM,O,128,L,1,3,W,S 144TH ST,NS,46TH AVE S
40812,MID,O,128,L,4,3,W,S 144TH ST,NS,46TH AVE S
40812,PM,O,128,L,1,1,W,S 144TH ST,NS,46TH AVE S
40812,XEV,O,128,L,0,0,W,S 144TH ST,NS,46TH AVE S
40812,XNT,O,128,L,0,0,W,S 144TH ST,NS,46TH AVE S
40813,AM,O,128,L,6,8,W,S 144TH ST,NS,42ND AVE S
40813,MID,O,128,L,18,14,W,S 144TH ST,NS,42ND AVE S
40813,PM,O,128,L,3,8,W,S 144TH ST,NS,42ND AVE S
40813,XEV,O,128,L,1,6,W,S 144TH ST,NS,42ND AVE S
40813,XNT,O,128,L,0,3,W,S 144TH ST,NS,42ND AVE S
40823,AM,O,128,L,3,0,N,MACADAM RD S,FS,SOUTHCENTER BLVD
40823,MID,O,128,L,4,1,N,MACADAM RD S,FS,SOUTHCENTER BLVD
40823,PM,O,128,L,4,1,N,MACADAM RD S,FS,SOUTHCENTER BLVD
40823,XEV,O,128,L,2,0,N,MACADAM RD S,FS,SOUTHCENTER BLVD
40823,XNT,O,128,L,2,0,N,MACADAM RD S,FS,SOUTHCENTER BLVD
40825,AM,O,128,L,20,0,N,MACADAM RD S,NS,S 152ND ST
40825,MID,O,128,L,21,1,N,MACADAM RD S,NS,S 152ND ST
40825,PM,O,128,L,6,5,N,MACADAM RD S,NS,S 152ND ST
40825,XEV,O,128,L,4,2,N,MACADAM RD S,NS,S 152ND ST
40825,XNT,O,128,L,1,0,N,MACADAM RD S,NS,S 152ND ST
40826,AM,O,128,L,8,0,N,MACADAM RD S,AT,S 150TH ST
40826,MID,O,128,L,5,2,N,MACADAM RD S,AT,S 150TH ST
40826,PM,O,128,L,0,1,N,MACADAM RD S,AT,S 150TH ST
40826,XEV,O,128,L,1,0,N,MACADAM RD S,AT,S 150TH ST
