Route,Part,Express/ Local,Inbound / Outbound,KeyBl,StTime,EndTime,Start of Route,End of Route,Load Factor,Average Load,Riders Per Revenue Hour,Revenue Miles,Revenue Hours,Seats on Bus,Bus Type,Day,Peak or Off Peak,1-Factor Fully Allocated Cost,Redundancy,,,,,,,OBJECTID ,District,Count_Stops,,,,,,,,,
,,,,,,,,,,,,# of Miles a bus is running in service,# of Hours a bus is running in service,,See Fleet Tab,,,,,,,,,,,1,Adams,33,Route #,Redundancy,,,,,,,
236,,,O,224804,12:50 PM, 1:31 PM,KTC BAY1,WOODP&R ,0.17,5,9,12.74678,0.68,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
236,,,O,224802, 1:50 PM, 2:31 PM,KTC BAY1,WOODP&R ,0.17,5,12,12.74678,0.68,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
236,,,O,224805, 2:50 PM, 3:31 PM,KTC BAY1,WOODP&R ,0.2,6,15,12.74678,0.68,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
236,,,O,224807, 3:50 PM, 4:31 PM,KTC BAY1,WOODP&R ,0.2,6,12,12.74678,0.68,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
236,,,O,224801, 4:50 PM, 5:31 PM,KTC BAY1,WOODP&R ,0.13,4,7,12.74678,0.68,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
236,,,O,224806, 5:50 PM, 6:29 PM,KTC BAY1,WOODP&R ,0.13,4,11,12.74678,0.65,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224804, 8:54 AM, 9:39 AM,UW/S CCC,KTC BAY1,0.13,4,8,14.84564,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224806, 9:54 AM,10:39 AM,UW/S CCC,KTC BAY1,0.17,5,11,14.84564,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224805,10:53 AM,11:39 AM,UW/S CCC,KTC BAY1,0.17,5,12,14.84564,0.77,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224807,11:52 AM,12:39 PM,UW/S CCC,KTC BAY1,0.13,4,8,14.84564,0.78,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224801,12:52 PM, 1:39 PM,UW/S CCC,KTC BAY1,0.2,6,13,14.84564,0.78,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224806, 1:52 PM, 2:39 PM,UW/S CCC,KTC BAY1,0.13,4,8,14.84564,0.78,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224803, 2:52 PM, 3:39 PM,UW/S CCC,KTC BAY1,0.13,4,8,14.84564,0.78,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224804, 3:52 PM, 4:39 PM,UW/S CCC,KTC BAY1,0.2,6,10,14.84564,0.78,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,I,224802, 4:52 PM, 5:39 PM,UW/S CCC,KTC BAY1,0.23,7,11,14.84564,0.78,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224805, 9:50 AM,10:34 AM,KTC BAY4,UW/S CCC,0.2,6,12,14.825,0.73,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224807,10:50 AM,11:34 AM,KTC BAY4,UW/S CCC,0.13,4,8,14.825,0.73,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224801,11:50 AM,12:35 PM,KTC BAY4,UW/S CCC,0.17,5,11,14.825,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224806,12:50 PM, 1:35 PM,KTC BAY4,UW/S CCC,0.1,3,7,14.825,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224803, 1:50 PM, 2:35 PM,KTC BAY4,UW/S CCC,0.13,4,12,14.825,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224804, 2:50 PM, 3:35 PM,KTC BAY4,UW/S CCC,0.13,4,8,14.825,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224802, 3:50 PM, 4:35 PM,KTC BAY4,UW/S CCC,0.13,4,9,14.825,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224805, 4:50 PM, 5:35 PM,KTC BAY4,UW/S CCC,0.13,4,13,14.825,0.75,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
238,,,O,224807, 5:50 PM, 6:34 PM,KTC BAY4,UW/S CCC,0.13,4,8,14.825,0.73,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
240,,,I,224001, 8:05 AM, 9:01 AM,BTC BAY1,WILLS2ST,0.37,13,24,16.84299,0.93,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224003, 9:05 AM,10:01 AM,BTC BAY1,WILLS2ST,0.29,10,22,16.84299,0.93,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224002,10:05 AM,11:06 AM,BTC BAY1,WILLS2ST,0.29,10,22,16.84299,1.02,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224001,11:05 AM,12:06 PM,BTC BAY1,WILLS2ST,0.34,12,26,16.84299,1.02,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224003,12:05 PM, 1:07 PM,BTC BAY1,WILLS2ST,0.29,10,18,16.84299,1.03,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224002, 1:05 PM, 2:07 PM,BTC BAY1,WILLS2ST,0.37,13,25,16.84299,1.03,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224001, 2:05 PM, 3:07 PM,BTC BAY1,WILLS2ST,0.46,16,28,16.84299,1.03,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224003, 3:05 PM, 4:07 PM,BTC BAY1,WILLS2ST,0.83,29,56,16.84299,1.03,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224002, 4:05 PM, 5:07 PM,BTC BAY1,WILLS2ST,0.6,21,36,16.84299,1.03,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224001, 5:05 PM, 6:07 PM,BTC BAY1,WILLS2ST,0.71,25,46,16.84299,1.03,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224003, 6:05 PM, 7:02 PM,BTC BAY1,WILLS2ST,0.26,9,20,16.84299,0.95,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224002, 7:05 PM, 8:00 PM,BTC BAY1,WILLS2ST,0.69,24,37,16.84299,0.92,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224001, 8:05 PM, 8:59 PM,BTC BAY1,WILLS2ST,0.77,27,42,16.84299,0.9,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224003, 9:05 PM, 9:59 PM,BTC BAY1,WILLS2ST,0.34,12,21,16.84299,0.9,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224002,10:05 PM,10:59 PM,BTC BAY1,WILLS2ST,0.37,13,18,16.84299,0.9,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,I,224001,11:05 PM,11:57 PM,BTC BAY1,RENT TC3,0.29,10,17,16.35265,0.87,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224002, 8:38 AM, 9:32 AM,RENT TC4,BTC BAY1,0.83,29,48,16.95341,0.9,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224001, 9:34 AM,10:32 AM,WILLS2ST,BTC BAY1,0.8,28,39,17.15436,0.97,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224003,10:34 AM,11:37 AM,WILLS2ST,BTC BAY1,0.43,15,29,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224002,11:34 AM,12:37 PM,WILLS2ST,BTC BAY1,0.69,24,39,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224001,12:34 PM, 1:37 PM,WILLS2ST,BTC BAY1,0.51,18,36,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224003, 1:34 PM, 2:37 PM,WILLS2ST,BTC BAY1,0.66,23,35,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224002, 2:34 PM, 3:37 PM,WILLS2ST,BTC BAY1,0.51,18,33,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224001, 3:34 PM, 4:37 PM,WILLS2ST,BTC BAY1,0.6,21,42,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224003, 4:34 PM, 5:37 PM,WILLS2ST,BTC BAY1,0.46,16,31,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224002, 5:34 PM, 6:37 PM,WILLS2ST,BTC BAY1,0.4,14,25,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224001, 6:34 PM, 7:37 PM,WILLS2ST,BTC BAY1,0.49,17,31,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224003, 7:34 PM, 8:37 PM,WILLS2ST,BTC BAY1,0.34,12,17,17.15436,1.05,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224002, 8:34 PM, 9:32 PM,WILLS2ST,BTC BAY1,0.26,9,17,17.15436,0.97,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224001, 9:34 PM,10:32 PM,WILLS2ST,BTC BAY1,0.31,11,19,17.15436,0.97,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224003,10:34 PM,11:32 PM,WILLS2ST,BTC BAY1,0.11,4,6,17.15436,0.97,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
240,,,O,224002,11:34 PM,12:32 AM,WILLS2ST,BTC BAY1,0.17,6,12,17.15436,0.97,35,70,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222601, 7:35 AM, 7:57 AM,BTC BAY1,EGPRLAYA,0.07,3,8,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222603, 8:35 AM, 8:57 AM,BTC BAY1,EGPRLAYA,0.05,2,5,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222602, 9:35 AM, 9:57 AM,BTC BAY1,EGPRLAYA,0.21,9,8,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222102,10:35 AM,11:00 AM,BTC BAY1,EGPRLAYA,0.12,5,12,7.092803,0.42,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222101,11:35 AM,12:00 PM,BTC BAY1,EGPRLAYA,0.26,11,24,7.092803,0.42,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222601,12:35 PM, 1:00 PM,BTC BAY1,EGPRLAYA,0.12,5,10,7.092803,0.42,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222603, 1:35 PM, 2:00 PM,BTC BAY1,EGPRLAYA,0.17,7,22,7.092803,0.42,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222602, 2:35 PM, 3:00 PM,BTC BAY1,EGPRLAYA,0.17,7,22,7.092803,0.42,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222102, 3:35 PM, 3:57 PM,BTC BAY1,EGPRLAYA,0.17,7,22,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222101, 4:35 PM, 4:57 PM,BTC BAY1,EGPRLAYA,,8,24,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222601, 5:35 PM, 5:57 PM,BTC BAY1,EGPRLAYA,0.26,11,33,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222603, 6:35 PM, 6:57 PM,BTC BAY1,EGPRLAYA,0.07,3,11,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222602, 7:35 PM, 7:57 PM,BTC BAY1,EGPRLAYA,0.17,7,30,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222102, 8:35 PM, 8:57 PM,BTC BAY1,EGPRLAYA,0.12,5,14,7.092803,0.37,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,I,222101, 9:35 PM, 9:56 PM,BTC BAY1,EGPRBAY2,,2,15,6.986742,0.35,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222602, 7:39 AM, 8:00 AM,EGPRBAY1,BTC BA11,0.21,9,26,7.038258,0.35,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222102, 8:37 AM, 9:00 AM,EGPRLAYA,BTC BA11,0.17,7,18,7.125947,0.38,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222101, 9:37 AM,10:00 AM,EGPRLAYA,BTC BA11,0.14,6,23,7.125947,0.38,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222601,10:34 AM,11:00 AM,EGPRLAYA,BTC BA11,0.12,5,12,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222603,11:34 AM,12:00 PM,EGPRLAYA,BTC BA11,0.17,7,18,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222602,12:34 PM, 1:00 PM,EGPRLAYA,BTC BA11,0.19,8,21,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222102, 1:34 PM, 2:00 PM,EGPRLAYA,BTC BA11,0.14,6,23,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222101, 2:34 PM, 3:00 PM,EGPRLAYA,BTC BA11,0.12,5,16,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222601, 3:34 PM, 4:00 PM,EGPRLAYA,BTC BA11,0.07,3,12,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222603, 4:34 PM, 5:00 PM,EGPRLAYA,BTC BA11,0.31,13,32,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222602, 5:34 PM, 6:00 PM,EGPRLAYA,BTC BA11,0.07,3,7,7.125947,0.43,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222102, 6:37 PM, 7:00 PM,EGPRLAYA,BTC BA11,0.14,6,18,7.125947,0.38,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222101, 7:37 PM, 8:00 PM,EGPRLAYA,BTC BA11,,3,12,7.125947,0.38,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222601, 8:37 PM, 9:00 PM,EGPRLAYA,BTC BA11,0.05,2,8,7.125947,0.38,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222603, 9:37 PM,10:00 PM,EGPRLAYA,BTC BA11,0.1,4,13,7.125947,0.38,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
241,,,O,222602,10:37 PM,11:00 PM,EGPRLAYA,BTC BA11,0.07,3,10,7.125947,0.38,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502, 6:55 AM, 7:39 AM,KTC BAY4,124 SE44,,7,15,14.80095,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501, 7:55 AM, 8:40 AM,KTC BAY4,124 SE44,0.21,9,15,14.80095,0.75,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502, 8:55 AM, 9:40 AM,KTC BAY4,124 SE44,,8,29,14.80095,0.75,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501, 9:55 AM,10:41 AM,KTC BAY4,124 SE44,0.36,15,37,14.80095,0.77,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224504,10:25 AM,11:13 AM,KTC BAY4,124 SE44,0.38,16,35,14.80095,0.8,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502,10:55 AM,11:43 AM,KTC BAY4,124 SE44,,11,24,14.80095,0.8,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224503,11:25 AM,12:13 PM,KTC BAY4,124 SE44,0.24,10,24,14.80095,0.8,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501,11:55 AM,12:43 PM,KTC BAY4,124 SE44,0.38,16,31,14.80095,0.8,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224504,12:25 PM, 1:14 PM,KTC BAY4,124 SE44,0.12,5,17,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502,12:55 PM, 1:44 PM,KTC BAY4,124 SE44,,9,23,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224503, 1:25 PM, 2:14 PM,KTC BAY4,124 SE44,0.31,13,22,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501, 1:55 PM, 2:44 PM,KTC BAY4,124 SE44,0.55,23,43,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224504, 2:25 PM, 3:14 PM,KTC BAY4,124 SE44,0.29,12,23,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502, 2:55 PM, 3:44 PM,KTC BAY4,124 SE44,,11,31,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224503, 3:25 PM, 4:14 PM,KTC BAY4,124 SE44,0.26,11,23,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501, 3:55 PM, 4:44 PM,KTC BAY4,124 SE44,0.31,13,37,14.80095,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224504, 4:25 PM, 5:12 PM,KTC BAY4,124 SE44,0.43,18,27,14.80095,0.78,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502, 4:55 PM, 5:42 PM,KTC BAY4,124 SE44,,12,31,14.80095,0.78,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224503, 5:25 PM, 6:11 PM,KTC BAY4,124 SE44,0.24,10,39,14.80095,0.77,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501, 5:55 PM, 6:40 PM,KTC BAY4,124 SE44,0.38,16,36,14.80095,0.75,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224504, 6:25 PM, 7:10 PM,KTC BAY4,124 SE44,0.24,10,23,14.80095,0.75,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502, 6:55 PM, 7:40 PM,KTC BAY4,124 SE44,,10,20,14.80095,0.75,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501, 7:55 PM, 8:39 PM,KTC BAY4,124 SE44,0.38,16,44,14.80095,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502, 8:55 PM, 9:39 PM,KTC BAY4,124 SE44,,9,18,14.80095,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501, 9:55 PM,10:39 PM,KTC BAY4,124 SE44,0.26,11,26,14.80095,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224502,10:55 PM,11:39 PM,KTC BAY4,124 SE44,,11,27,14.80095,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,I,224501,11:55 PM,12:39 AM,KTC BAY4,124 SE44,0.21,9,26,14.80095,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501, 6:51 AM, 7:35 AM,124 SE44,KTC BAY4,0.24,10,20,14.96742,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502, 7:51 AM, 8:35 AM,124 SE44,KTC BAY4,,9,25,14.96742,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501, 8:51 AM, 9:37 AM,124 SE44,KTC BAY4,0.31,13,26,14.96742,0.77,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502, 9:51 AM,10:40 AM,124 SE44,KTC BAY4,,13,25,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224503,10:21 AM,11:10 AM,124 SE44,KTC BAY4,0.21,9,22,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501,10:51 AM,11:40 AM,124 SE44,KTC BAY4,0.14,6,16,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224504,11:21 AM,12:10 PM,124 SE44,KTC BAY4,0.29,12,23,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502,11:51 AM,12:40 PM,124 SE44,KTC BAY4,,11,25,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224503,12:21 PM, 1:10 PM,124 SE44,KTC BAY4,0.31,13,33,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501,12:51 PM, 1:40 PM,124 SE44,KTC BAY4,0.57,24,45,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224504, 1:21 PM, 2:10 PM,124 SE44,KTC BAY4,0.26,11,26,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502, 1:51 PM, 2:40 PM,124 SE44,KTC BAY4,,10,21,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224503, 2:21 PM, 3:10 PM,124 SE44,KTC BAY4,0.24,10,31,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501, 2:51 PM, 3:40 PM,124 SE44,KTC BAY4,0.29,12,31,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224504, 3:21 PM, 4:10 PM,124 SE44,KTC BAY4,0.43,18,32,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502, 3:51 PM, 4:40 PM,124 SE44,KTC BAY4,,8,20,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224503, 4:21 PM, 5:10 PM,124 SE44,KTC BAY4,0.19,8,22,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501, 4:51 PM, 5:40 PM,124 SE44,KTC BAY4,0.4,17,28,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224504, 5:21 PM, 6:10 PM,124 SE44,KTC BAY4,0.17,7,28,14.96742,0.82,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502, 5:51 PM, 6:39 PM,124 SE44,KTC BAY4,,9,22,14.96742,0.8,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224503, 6:21 PM, 7:09 PM,124 SE44,KTC BAY4,0.48,20,32,14.96742,0.8,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501, 6:51 PM, 7:39 PM,124 SE44,KTC BAY4,0.31,13,30,14.96742,0.8,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502, 7:51 PM, 8:38 PM,124 SE44,KTC BAY4,,12,24,14.96742,0.78,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501, 8:51 PM, 9:35 PM,124 SE44,KTC BAY4,0.4,17,29,14.96742,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224502, 9:51 PM,10:35 PM,124 SE44,KTC BAY4,,10,14,14.96742,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
245,,,O,224501,10:51 PM,11:35 PM,124 SE44,KTC BAY4,0.12,5,11,14.96742,0.73,42,32,SU,O,134.05,,,,,,,,,,,,,,,,,,,
248,,,I,224801, 6:07 AM, 6:34 AM,AVONAVON,KTC BAY1,0.2,6,18,8.592613,0.45,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224802, 7:07 AM, 7:34 AM,AVONAVON,KTC BAY1,0.13,4,13,8.592613,0.45,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224801, 7:37 AM, 8:04 AM,AVONAVON,KTC BAY1,0.23,7,22,8.592613,0.45,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224803, 8:07 AM, 8:34 AM,AVONAVON,KTC BAY1,0.2,6,18,8.592613,0.45,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224802, 8:37 AM, 9:04 AM,AVONAVON,KTC BAY1,0.17,5,18,8.592613,0.45,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224801, 9:01 AM, 9:34 AM,AVONAVON,KTC BAY1,0.17,5,9,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224803, 9:31 AM,10:04 AM,AVONAVON,KTC BAY1,0.23,7,18,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224802,10:01 AM,10:34 AM,AVONAVON,KTC BAY1,0.2,6,15,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224804,10:31 AM,11:04 AM,AVONAVON,KTC BAY1,0.2,6,16,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224803,11:01 AM,11:34 AM,AVONAVON,KTC BAY1,0.17,5,16,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224802,11:31 AM,12:04 PM,AVONAVON,KTC BAY1,0.27,8,22,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224804,12:01 PM,12:34 PM,AVONAVON,KTC BAY1,0.2,6,18,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224805,12:31 PM, 1:04 PM,AVONAVON,KTC BAY1,0.27,8,24,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224802, 1:01 PM, 1:34 PM,AVONAVON,KTC BAY1,0.2,6,18,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
248,,,I,224807, 1:31 PM, 2:04 PM,AVONAVON,KTC BAY1,0.2,6,18,8.592613,0.55,30,11,SU,O,130.61,,,,,,,,,,,,,,,,,,,
